"","2004-01-02","2004-04-06","2004-07-07","2004-10-06","2005-01-05","2005-04-13","2005-07-13","2005-10-12","2006-01-11","2006-04-11","2006-07-12","2006-10-11","2007-01-10","2007-04-11","2007-07-11","2007-10-10","2008-01-09","2008-04-09","2008-07-09","2011-01-06","2011-04-08","2011-06-22","2011-09-15","2012-01-11","2012-04-03","2012-06-27","2012-09-26","2012-12-06","2013-01-16","2013-04-10","2013-07-02","2013-09-25","2014-01-15","2014-04-09","2014-07-01","2014-09-24","2015-01-14","2015-04-08","2015-06-30","2015-09-30","2016-01-13","2016-04-06","2016-06-29","2016-09-29"
"Dividend",0.0375,0.0375,0.0375,0.0375,0.0475,0.0625,0.0625,0.0625,1.075,0.075,0.075,0.075,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.07,0.07,0.07,0.07,1,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.135,0.135,0.135,0.135
