"","1983-06-20","1983-09-19","1983-12-20","1984-03-19","1984-06-18","1984-09-17","1984-12-21","1985-03-18","1985-06-17","1985-09-16","1985-12-20","1986-06-30","1986-09-30","1986-12-26","1987-03-30","1987-06-26","1987-09-28","1987-12-23","1988-03-25","1988-06-27","1988-09-26","1988-12-21","1989-03-28","1989-06-30","1989-09-26","1989-12-20","1990-03-27","1990-06-29","1990-09-25","1990-12-21","1991-03-25","1991-06-28","1991-09-25","1991-12-20","1992-03-27","1992-06-26","1992-09-25","1992-12-21","1993-03-26","1993-06-28","1993-10-12","1998-12-23","1999-03-29","1999-06-28","1999-09-28","1999-12-29","2000-03-29","2000-06-28","2000-09-27","2000-12-27","2001-03-28","2001-06-27","2001-09-26","2004-11-26","2005-03-29","2005-06-28","2005-09-28","2005-12-28","2006-03-29","2006-06-28","2006-09-27","2006-12-27","2007-03-28","2007-06-27","2007-09-26","2007-12-27","2008-03-27","2008-06-26","2008-09-26","2008-12-29","2009-11-04","2010-03-29","2010-06-28","2010-09-28","2010-12-29","2011-03-29","2011-06-28","2011-09-28","2011-12-28","2012-03-28","2012-06-27","2012-09-26","2012-12-27","2013-03-26","2013-06-26","2013-09-26","2013-12-27","2014-03-27","2014-06-26","2014-09-26","2014-12-29","2015-03-27","2015-06-26","2015-09-28","2015-12-29","2016-03-29","2016-06-28","2016-09-28"
"Dividend",0.01762,0.01762,0.02154,0.02154,0.02154,0.02154,0.02643,0.02643,0.02643,0.02643,0.03133,0.03133,0.03133,0.03916,0.03916,0.03916,0.03916,0.04895,0.04895,0.04895,0.04895,0.05874,0.05874,0.05874,0.05874,0.06853,0.06853,0.06853,0.06853,0.06853,0.06853,0.06853,0.06853,0.06853,0.06853,0.06853,0.06853,0.06853,0.06853,0.06853,26.55409,0.97895,0.20558,0.20558,0.20558,0.20558,0.20558,0.20558,0.22516,0.25453,0.25453,0.25453,0.25453,0.04895,0.07832,0.0979,0.10768,0.11747,0.13705,0.16642,0.19579,0.24474,0.19579,0.19579,0.19579,0.39158,0.19579,0.19579,0.19579,0.04895,0.025,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.2,0.26,0.2,0.2,0.2,0.2,0.2,0.2,0.2
