"","2000-11-03","2001-11-02","2002-11-06","2003-11-05","2004-11-03","2005-11-03","2006-11-02","2007-11-02","2008-11-06","2009-11-05","2010-11-05","2011-11-07","2012-11-07","2013-02-04","2013-05-07","2013-08-07","2013-11-06","2014-02-04","2014-05-07","2014-08-06","2014-11-05","2015-02-04","2015-05-07","2015-08-05","2015-11-04","2016-02-03","2016-05-05","2016-08-04"
"Dividend",0.2,0.2,0.21,0.23,0.46,0.52,0.59,0.74,0.74,0.74,0.74,0.74,0.74,0.185,0.275,0.275,0.275,0.275,0.35,0.35,0.35,0.35,0.375,0.375,0.375,0.375,0.4,0.4
