"","1970-06-02","1970-09-02","1970-12-01","1971-03-02","1971-06-07","1971-09-03","1971-12-06","1972-03-02","1972-06-09","1972-12-05","1973-03-05","1973-06-05","1973-08-31","1973-12-03","1974-03-04","1974-06-03","1974-08-30","1975-03-03","1975-06-02","1975-08-29","1975-12-01","1976-03-02","1976-06-01","1976-08-30","1976-11-30","1977-03-01","1977-05-31","1977-08-29","1977-11-28","1978-03-02","1978-05-26","1978-08-28","1978-12-04","1979-03-01","1979-05-25","1979-08-31","1979-12-03","1980-02-28","1980-06-02","1980-08-29","1980-12-02","1981-03-02","1981-06-01","1981-08-31","1981-12-01","1982-03-01","1982-06-01","1982-08-30","1982-11-30","1983-02-28","1983-05-31","1983-08-29","1983-11-29","1984-03-01","1984-05-29","1984-08-31","1984-12-03","1985-02-28","1985-06-03","1985-08-30","1985-12-03","1986-02-27","1986-06-03","1986-09-02","1986-12-02","1987-03-02","1987-06-02","1987-08-28","1987-12-01","1988-02-29","1988-06-03","1988-08-29","1988-11-29","1989-03-02","1989-05-30","1989-08-29","1989-12-04","1990-03-05","1990-05-29","1990-08-28","1990-12-03","1991-03-04","1991-06-03","1991-08-30","1991-12-02","1992-03-02","1992-06-02","1992-08-31","1992-12-02","1993-03-02","1993-06-02","1993-09-02","1993-12-02","1994-03-02","1994-06-02","1994-09-02","1994-12-02","1995-03-03","1995-06-02","1995-09-05","1995-12-06","1996-03-06","1996-06-06","1996-09-04","1996-12-05","1997-03-05","1997-06-05","1997-09-03","1997-12-03","1998-03-04","1998-06-03","1998-09-02","1998-12-02","1999-03-03","1999-06-02","1999-09-01","1999-12-01","2000-03-01","2000-05-31","2000-08-30","2000-12-06","2001-03-07","2001-05-31","2001-08-30","2001-12-05","2002-03-06","2002-06-05","2002-09-04","2002-12-04","2003-03-05","2003-06-04","2003-08-20","2003-09-03","2003-12-03","2004-03-03","2004-06-02","2004-09-01","2004-12-01","2005-03-02","2005-06-01","2005-08-31","2005-11-30","2006-03-08","2006-05-31","2006-08-30","2006-12-06","2007-03-07","2007-06-06","2007-09-05","2007-12-05","2008-03-05","2008-06-04","2008-09-03","2008-12-03","2009-03-04","2009-06-04","2009-09-02","2009-12-11","2010-03-11","2010-06-11","2010-09-13","2010-12-13","2011-03-11","2011-06-13","2011-09-13","2011-12-13","2012-03-13","2012-06-13","2012-09-13","2012-12-13","2013-03-13","2013-06-13","2013-09-12","2013-12-12","2014-03-13","2014-06-12","2014-09-11","2014-12-11","2015-03-12","2015-06-11","2015-09-11","2015-12-11","2016-03-11","2016-06-13","2016-09-13"
"Dividend",0.00694,0.00694,0.00764,0.00764,0.00764,0.00764,0.00764,0.00764,0.00764,0.00819,0.00819,0.00819,0.00819,0.00972,0.00972,0.00972,0.00972,0.00972,0.00972,0.00972,0.00972,0.00972,0.00972,0.00972,0.01042,0.01042,0.01042,0.01042,0.01181,0.01181,0.01181,0.01181,0.01319,0.01319,0.01319,0.01319,0.01597,0.01597,0.01597,0.01597,0.01806,0.01806,0.01806,0.01806,0.01944,0.01944,0.01944,0.01944,0.01944,0.01944,0.01944,0.01944,0.02083,0.02083,0.02083,0.02083,0.02222,0.02222,0.02222,0.02222,0.025,0.025,0.025,0.03056,0.03056,0.03056,0.03056,0.04444,0.04444,0.05333,0.05333,0.04917,0.06167,0.06833,0.06833,0.075,0.075,0.075,0.075,0.09333,0.09333,0.09333,0.09333,0.105,0.105,0.115,0.115,0.125,0.125,0.125,0.125,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.17,0.17,0.17,0.17,0.2,0.2,0.21,0.21,0.225,0.225,0.225,0.225,0.27,0.27,0.27,0.27,0.29,0.29,0.29,0.29,0.34,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.36,0.36,0.36,0.36,2.876,0.37,0.37,0.37,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.42,0.42,0.42,0.42,0.43,0.43,0.43,0.43,0.44,0.44,0.44,0.44,0.45,0.45,0.45,0.45,0.46,0.46,0.46,0.46
