"","2003-09-29","2003-12-29","2004-03-30","2004-06-29","2004-09-29","2004-12-29","2005-03-30","2005-06-29","2005-09-28","2005-12-28","2006-02-01","2006-03-16","2006-06-13","2006-09-12","2006-12-12","2007-03-12","2007-06-12","2007-09-11","2007-12-11","2008-03-11","2008-06-11","2008-07-03","2008-09-11","2008-12-11","2009-03-12","2009-06-12","2009-09-14","2009-12-14","2010-03-12","2010-06-14","2010-09-14","2010-12-15","2011-03-15","2011-06-14","2011-09-14","2011-12-14","2012-03-14","2012-06-13","2012-09-12","2012-12-12","2013-03-13","2013-06-12","2013-09-12","2013-12-12","2014-03-13","2014-06-12","2014-09-12","2014-12-12","2015-03-13","2015-06-12","2015-09-14","2015-12-14","2016-03-15","2016-06-14","2016-09-14"
"Dividend",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,3.75,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,16.5,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.2,0.2,0.2,0.2,0.22,0.22,0.22,0.22,0.24,0.24,0.24,0.24,0.26,0.26,0.26,0.26,0.26,0.26,0.26
