"","1994-12-22","1995-03-27","1995-06-28","1995-10-02","1995-12-26","1996-03-27","1996-06-26","1996-09-25","1996-12-24","1997-03-26","1997-06-26","1997-09-26","1997-12-26","1998-03-25","1998-06-25","1998-09-25","1998-12-28","1999-03-04","1999-06-22","1999-09-24","1999-12-27","2000-03-29","2000-06-22","2000-09-21","2000-12-26","2001-03-29","2001-06-21","2001-09-20","2001-12-19","2002-03-21","2002-06-26","2002-09-20","2002-12-24","2003-03-25","2003-06-25","2003-10-01","2003-12-24","2004-03-25","2004-06-25","2004-09-23","2004-12-23","2005-03-22","2005-06-22","2005-09-23","2005-12-22","2006-03-23","2006-06-22","2006-09-27","2006-12-26","2007-03-23","2007-06-26","2007-09-25","2007-12-24","2008-03-25","2008-06-25","2008-09-24","2008-12-24","2009-03-24","2009-06-24","2009-09-23","2009-12-24","2010-03-24","2010-06-23","2010-09-27","2010-12-27","2011-03-29","2011-06-28","2011-09-23","2011-12-28","2012-03-28","2012-06-27","2012-09-26","2012-12-26","2013-03-26","2013-06-26","2013-09-25","2013-12-24","2014-03-26","2014-06-25","2014-09-24","2014-12-23","2015-03-25","2015-06-24","2015-09-23","2015-12-22","2016-03-22","2016-06-22","2016-09-28"
"Dividend",0.0125,0.0125,0.0125,0.0125,0.01367,0.01367,0.01367,0.01367,0.01533,0.01533,0.01533,0.017,0.01733,0.01733,0.01733,0.01733,0.01833,0.01833,0.01867,0.01833,0.01867,0.021,0.021,0.021,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0265,0.0265,0.0265,0.0265,0.0265,0.03,0.03,0.03,0.03,0.035,0.035,0.035,0.035,0.04,0.04,0.04,0.04,0.045,0.045,0.045,0.045,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.055,0.055,0.055,0.055,0.055,0.063,0.063,0.063,0.063,0.066,0.066,0.066,0.066,0.072,0.073,0.073,0.073,0.078,0.078,0.078
