"","2000-06-12","2001-05-18","2002-01-15","2002-05-23","2003-01-15","2003-06-11","2004-01-15","2004-06-03","2005-01-14","2005-05-19","2006-01-16","2006-06-02","2007-01-15","2007-05-25","2008-05-30","2008-07-17","2009-05-27","2010-05-28","2011-05-27","2012-06-01","2013-05-24","2014-05-23","2015-05-22"
"Dividend",1.56197,1.7657,0.190153,1.7657,0.217317,1.7657,0.40747,1.60747,0.814941,2.309,0.679117,3.39559,0.747029,5.43294,6.11205,1.90153,0.5,0.685228,0.75,0.75,0.75,0.75,0.75
