"","2006-10-05","2007-01-10","2007-04-04","2007-06-29","2007-10-17","2008-01-09","2008-04-07","2008-07-09","2008-10-08","2009-01-07","2009-04-08","2009-07-08","2009-10-07","2010-01-06","2010-04-07","2010-07-01","2010-10-07","2011-01-06","2011-04-06","2011-07-06","2011-10-05","2012-01-05","2012-04-04","2012-07-05","2012-10-05","2013-01-07","2013-04-05","2013-07-05","2013-10-07","2014-01-07","2014-04-07","2014-07-07","2014-10-07","2015-01-07","2015-04-07","2015-07-07","2015-10-07","2016-01-06","2016-04-06","2016-07-06"
"Dividend",0.009,0.009,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.03,0.03,0.03,0.03,0.06,0.06,0.06,0.11,0.11,0.11,0.11,0.16,0.16,0.16,0.16,0.19,0.19,0.19
