"","2002-06-04","2004-05-07","2005-06-03","2006-05-10","2007-06-07","2008-05-29","2008-09-08","2009-06-02","2009-08-28","2010-06-14","2010-08-30","2011-06-10","2011-09-05","2012-06-08","2012-09-07","2013-06-06","2013-12-06","2014-06-02","2014-12-05","2015-06-08","2015-12-07","2016-06-21"
"Dividend",1,0.25,0.48,1,1.2,1.3,0.6,0.8,0.6,0.8,0.6,0.8,0.6,0.8,0.58,0.2,0.3,0.5,0.2,0.4,0.2,0.4
