"","1992-12-24","1993-11-24","1994-12-09","1995-12-13","1996-12-04","1997-12-03","1998-12-03","1999-05-24","1999-12-15","2000-12-06","2001-12-05","2002-12-05","2003-12-17","2004-12-21","2005-12-19","2006-12-14","2007-12-13","2010-12-15","2011-12-14","2012-12-13","2013-03-14","2013-06-13","2013-09-12","2013-12-12","2014-03-13","2014-06-12","2014-09-11","2014-12-11","2015-03-12","2015-06-11","2015-09-10","2015-12-10","2016-03-10","2016-06-09","2016-09-15"
"Dividend",0.00325,0.04057,0.04057,0.08114,0.08114,0.08114,0.02012,3.89484,0.51282,0.08114,0.08114,0.02045,0.08114,0.12171,0.12171,0.24343,0.24343,0.24343,0.24343,0.24343,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063
