"","1983-04-11","1983-07-11","1983-10-07","1984-01-09","1984-04-09","1984-07-09","1984-10-09","1985-01-09","1985-04-09","1985-07-09","1985-10-08","1986-01-09","1986-04-09","1986-07-09","1986-10-08","1987-01-09","1987-04-09","1987-07-09","1988-01-11","1988-04-11","1988-07-11","1988-10-07","1989-01-09","1989-04-10","1989-07-10","1989-10-06","1990-01-08","1990-04-06","1990-07-09","1990-10-09","1991-01-09","1991-04-09","1991-07-09","1991-10-08","1992-01-09","1992-04-09","1992-07-09","1992-10-08","1993-01-11","1993-04-08","1993-07-09","1993-10-08","1994-01-10","1994-04-11","1994-07-11","1994-10-07","1995-01-09","1995-04-07","1995-07-12","1995-10-11","1996-01-10","1996-04-11","1996-07-11","1996-10-10","1997-01-13","1997-02-21","1997-04-11","1997-07-11","1997-10-10","1998-01-13","1998-04-13","1998-07-13","1998-10-13","1999-01-13","1999-04-13","1999-07-13","1999-10-13","2000-01-12","2000-04-12","2000-07-12","2000-10-11","2001-01-10","2001-04-10","2001-07-11","2001-10-11","2002-01-11","2002-04-11","2002-07-11","2002-10-10","2003-01-13","2003-04-11","2003-07-11","2003-10-10","2004-01-13","2004-04-13","2004-05-03","2004-07-13","2004-10-13","2005-01-12","2005-04-13","2005-07-13","2005-10-12","2006-01-11","2006-04-11","2006-07-12","2006-10-11","2007-01-10","2007-04-11","2007-07-11","2007-10-11","2008-01-11","2008-04-11","2008-07-11","2008-10-10","2009-01-13","2009-04-13","2009-07-13","2009-10-13","2010-01-13","2010-04-13","2010-07-13","2010-10-13","2011-01-12","2011-04-13","2011-07-13","2011-10-12","2012-01-11","2012-04-11","2012-07-11","2012-10-11","2013-01-11","2013-04-11","2013-07-11","2013-10-10","2014-01-13","2014-04-11","2014-07-11","2014-10-10","2015-01-13","2015-04-13","2015-07-13","2015-10-13","2016-01-13","2016-04-13","2016-07-13"
"Dividend",0.00701,0.00701,0.00701,0.00701,0.00842,0.00842,0.00842,0.00842,0.00982,0.00982,0.00982,0.00982,0.01178,0.01178,0.01178,0.01178,0.01403,0.01403,0.01403,0.01683,0.01683,0.01683,0.01683,0.01964,0.01964,0.01964,0.01964,0.02357,0.02357,0.02357,0.02357,0.02806,0.02806,0.02806,0.02806,0.03367,0.03367,0.03367,0.03367,0.03816,0.03816,0.03816,0.03816,0.04265,0.04265,0.04265,0.04265,0.04713,0.04713,0.04713,0.04713,0.05387,0.05387,0.05387,0.05387,0.0606,0.0606,0.0606,0.0606,0.0606,0.06734,0.06734,0.06734,0.06734,0.07631,0.07631,0.07631,0.07631,0.08529,0.08529,0.08529,0.08529,0.09427,0.09427,0.09427,0.09427,0.10549,0.10549,0.10549,0.10549,0.10998,0.10998,0.10998,0.10998,0.11671,1.36551,0.12475,0.12475,0.12475,0.13195,0.13195,0.13195,0.13195,0.14154,0.14154,0.14154,0.14154,0.15594,0.15594,0.15594,0.15594,0.17273,0.17273,0.17273,0.17273,0.19192,0.19192,0.19192,0.19192,0.21111,0.21111,0.21111,0.21111,0.2303,0.2303,0.2303,0.2303,0.2447,0.2447,0.2447,0.14,0.14,0.14,0.14,0.22,0.22,0.22,0.22,0.24,0.24,0.24,0.24,0.26,0.26,0.26
