"","1979-04-16","1979-07-16","1979-10-15","1980-01-15","1980-04-14","1980-07-14","1980-10-10","1981-01-13","1981-04-10","1981-07-13","1981-10-09","1982-01-12","1982-04-12","1982-07-12","1982-10-12","1983-01-11","1983-04-12","1983-07-11","1983-10-11","1984-01-17","1984-04-10","1984-07-10","1984-10-09","1985-01-14","1985-04-09","1985-07-09","1985-10-11","1986-01-14","1986-04-14","1986-07-14","1986-10-08","1987-01-12","1987-04-13","1987-07-13","1987-09-24","1987-10-09","1988-01-12","1988-04-14","1988-07-13","1988-10-12","1989-01-10","1989-04-13","1989-07-12","1989-10-11","1990-01-09","1990-04-11","1990-07-11","1990-10-10","1991-01-14","1991-04-15","1991-07-15","1991-10-11","1992-01-13","1992-04-10","1992-06-29","1992-10-09","1993-01-11","1993-03-30","1993-04-12","1993-06-15","1993-07-12","1993-09-22","1993-10-08","1994-01-10","1994-04-11","1994-07-11","1994-10-07","1995-01-09","1995-04-10","1995-07-12","1995-10-11","1996-01-17","1996-04-10","1996-07-10","1996-10-09","1997-01-22","1997-04-09","1997-07-16","1997-10-08","1998-01-14","1998-04-07","1998-07-15","1998-10-07","1999-01-13","1999-04-07","1999-07-14","1999-10-06","2000-01-12","2000-04-05","2000-07-12","2000-10-04","2001-01-17","2001-04-10","2001-07-11","2001-10-03","2002-01-16","2002-04-10","2002-07-02","2002-10-09","2003-01-15","2003-04-09","2003-07-02","2003-10-08","2004-01-14","2004-04-06","2004-06-30","2004-10-06","2005-01-12","2005-04-05","2005-06-29","2005-10-05","2006-01-18","2006-04-05","2006-07-05","2006-10-04","2007-01-17","2007-04-11","2007-07-03","2007-10-03","2008-01-16","2008-04-09","2008-07-01","2008-10-08","2009-01-14","2009-04-07","2009-06-30","2009-10-07","2010-01-13","2010-04-07","2010-06-30","2010-10-06","2011-01-12","2011-04-06","2011-06-29","2011-10-05","2012-01-18","2012-04-11","2012-07-03","2012-10-03","2012-12-14","2013-04-10","2013-07-02","2013-10-09","2014-01-15","2014-04-09","2014-07-01","2014-10-08","2015-01-14","2015-04-08","2015-06-30","2015-10-07","2016-01-13","2016-04-06","2016-06-29"
"Dividend",0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.0125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.05,0.05,0.05,0.05,2.5,0.05,2.25,0.05,1.5,0.075,0.075,0.0875,0.0875,0.0875,0.0875,0.09375,0.09375,0.09375,0.09375,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.1025,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.23,0.23,0.23,0.23,0.29,0.29,0.29,0.29,0.35,0.35,0.35,0.35,0.38,0.38,0.38,0.38,0.42,0.42,0.42,0.42,0.47,0.47,0.47,0.47,0.51,0.51,0.51,0.51,0.56,0.56,0.56,0.56,0.62,0.62,0.62,0.62,0.69,0.69,0.69,0.69,0.76,0.76
