"","1988-03-02","1988-06-01","1988-09-01","1988-12-01","1989-03-01","1989-05-31","1989-08-29","1989-11-29","1990-02-28","1990-05-30","1990-08-28","1990-12-28","1991-04-03","1991-07-01","1991-10-02","1991-12-31","1992-04-01","1992-06-30","1992-09-30","1992-12-29","1993-03-31","1993-07-01","1993-09-29","1993-12-29","1994-03-29","1994-06-30","1994-09-28","1994-12-27","1995-03-29","1995-07-03","1995-09-28","1996-01-02","1996-04-01","1996-07-02","1996-10-02","1996-12-30","1997-04-01","1997-06-27","1997-09-29","1997-12-30","1998-04-01","1998-06-30","1998-09-30","1998-12-30","1999-03-03","1999-06-30","1999-09-29","1999-12-30","2000-03-30","2000-06-28","2000-09-28","2000-12-28","2001-03-29","2001-09-27","2001-12-28","2002-03-27","2002-06-27","2002-09-27","2002-12-30","2003-03-28","2003-06-27","2003-09-29","2003-12-30","2004-03-30","2004-06-29","2004-09-29","2004-12-30","2005-03-30","2005-06-29","2005-09-28","2005-12-29","2006-03-30","2006-06-29","2006-10-04","2006-12-28","2007-03-29","2007-05-16","2007-07-02","2007-09-27","2007-12-31","2008-03-28","2008-06-27","2008-09-29","2008-12-31","2009-04-28","2009-07-29","2009-10-28","2010-01-27","2010-05-17","2010-07-28","2010-10-27","2011-01-26","2011-04-27","2011-07-27","2011-10-26","2012-01-25","2012-04-25","2012-07-25","2012-10-01","2012-10-12","2013-01-23","2013-04-24","2013-07-24","2013-10-23","2014-01-22","2014-04-23","2014-07-23","2014-10-22","2015-01-21","2015-04-22","2015-07-22","2015-10-21","2016-01-20","2016-04-20","2016-07-20","2016-08-03"
"Dividend",0.01635,0.01635,0.01635,0.01908,0.01908,0.01908,0.01908,0.0218,0.0218,0.0218,0.0218,0.02452,0.02452,0.02452,0.02452,0.02452,0.02452,0.02452,0.02452,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02726,0.02835,0.02726,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.02835,0.21802,0.21802,0.21802,0.21802,0.21802,0.21802,0.21802,0.21802,0.21802,0.21802,0.21802,11.19534,0.08176,0.08176,0.08176,0.08176,0.10901,0.10901,0.10901,0.10901,0.10901,0.10901,0.10628,0.11392,0.11446,0.11446,0.13627,0.13627,0.13627,0.13627,0.13627,0.13627,0,0.16447,0.16447,0.17543,0.17543,0.17543,0.17543,0.19736,0.19736,0.19736,0.19736,0.22477,0.22477,0.22477,0.22477,0.22477,0.22477,0.25219
