"","1994-05-06","1994-08-04","1994-11-07","1995-02-13","1995-05-16","1995-08-18","1995-11-21","1996-02-15","1996-05-17","1996-08-19","1996-11-20","1997-02-18","1997-05-19","1997-08-14","1997-11-19","1998-02-05","1998-05-11","1998-08-12","1998-11-20","1999-02-16","1999-05-18","1999-08-17","1999-11-17","2000-02-16","2000-05-16","2000-08-16","2000-11-15","2001-02-20","2001-05-16","2001-08-16","2001-11-15","2002-02-20","2002-05-16","2002-08-23","2002-11-14","2003-02-20","2003-05-16","2003-08-18","2003-11-12","2004-02-19","2004-05-18","2004-08-18","2004-11-10","2005-02-18","2005-05-18","2005-08-05","2005-11-10","2006-02-21","2006-05-17","2006-08-16","2006-11-13","2007-02-21","2007-05-16","2007-08-17","2007-11-13","2008-02-20","2008-05-15","2008-08-19","2008-11-13","2009-02-18","2009-05-07","2009-08-10","2009-11-09","2010-02-11","2010-05-06","2010-08-18","2010-11-09","2011-02-17","2011-05-06","2011-08-17","2011-11-08","2012-02-17","2012-05-08","2012-08-16","2012-11-07","2013-02-20","2013-05-08","2013-08-16","2013-11-07","2014-02-19","2014-04-02","2014-05-07","2014-05-16","2014-05-20","2014-06-05","2014-06-11","2014-08-18","2014-11-07","2015-02-18","2015-05-06","2015-08-18","2015-11-09","2016-02-17","2016-05-03","2016-08-17"
"Dividend",0.07,0.4,0.4,0.4,0.42,0.42,0.42,0.42,0.42,0.42,0.44,0.44,0.44,0.44,0.46,0.46,0.46,0.46,0.485,0.485,0.485,0.485,0.51,0.51,0.51,0.51,0.53,0.53,0.53,0.53,0.55,0.55,0.55,0.55,0.55,0.57,0.57,0.57,0.61,0.61,0.61,0.61,0.65,0.65,0.65,0.65,0.68,0.68,0.68,0.68,0.71,0.71,0.71,0.71,0.8,0.8,0.8,0.8,0.8,0.8,0.06,0.06,0.06,0.06,0.5,0.5,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.58,0.58,0.58,0.58,0.62,0.62,0,0.62,0,0,0,0,0.62,0.65,0.65,0.65,0.65,4.68,0.68,0.68,0.68
