"","2004-05-10","2004-08-16","2004-11-15","2005-02-14","2005-05-09","2005-08-15","2005-11-15","2006-02-06","2006-05-08","2006-08-14","2006-11-13","2007-02-05","2007-05-07","2007-08-13","2007-11-09","2008-02-04","2008-05-05","2008-08-04","2008-11-03","2009-02-02","2009-05-11","2009-08-03","2009-11-02","2010-02-08","2010-05-17","2010-08-09","2010-11-08","2011-02-07","2011-05-16","2011-08-08","2011-11-07","2012-02-06","2012-05-14","2012-08-06","2012-11-05","2013-02-04","2013-05-13","2013-08-05","2013-11-04","2014-02-04","2014-08-04","2014-11-03","2015-02-02","2015-05-11","2015-08-04","2015-11-03","2016-02-29","2016-05-16","2016-08-09"
"Dividend",0.05,0.05,0.05,0.05,0.07,0.07,0.07,0.07,0.09,0.09,0.09,0.09,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.19,0.19,0.19,0.19,0.22,0.22,0.22,0.22,0.25,0.25,0.25,0.25,0.29,0.29,0.29,0.31,0.31,0.31,0.31,0.33,0.33
