"","2003-02-19","2003-10-15","2004-08-23","2004-11-15","2005-02-15","2005-05-16","2005-08-15","2005-11-15","2006-02-15","2006-05-15","2006-08-15","2006-11-14","2007-02-13","2007-05-15","2007-08-14","2007-11-13","2008-02-19","2008-05-13","2008-08-19","2008-11-18","2009-02-17","2009-05-19","2009-08-18","2009-11-17","2010-02-16","2010-05-18","2010-08-17","2010-11-16","2011-02-15","2011-05-17","2011-08-16","2011-11-15","2012-02-14","2012-05-15","2012-08-14","2012-11-13","2013-02-19","2013-05-14","2013-08-13","2013-11-19","2014-02-18","2014-05-13","2014-08-19","2014-11-18","2015-02-17","2015-05-19","2015-08-18","2015-11-17","2016-02-16","2016-05-17","2016-08-16"
"Dividend",0.08,0.16,0.08,3.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.16,0.16,0.16,0.16,0.2,0.2,0.2,0.2,0.23,0.23,0.23,0.23,0.28,0.28,0.28,0.28,0.31,0.31,0.31,0.31,0.36,0.36,0.36,0.36
