"","1988-02-03","1988-05-06","1988-08-05","1988-11-04","1989-02-03","1989-04-25","1989-06-15","1989-08-04","1989-11-03","1990-02-02","1990-05-04","1990-08-03","1990-11-02","1991-02-01","1991-05-03","1991-08-02","1991-11-01","1992-01-31","1992-05-01","1992-07-31","1992-10-30","1993-01-08","1993-05-07","1993-08-06","1993-11-04","1994-02-04","1994-02-11","1994-05-06","1994-08-05","1994-09-16","1994-11-04","1995-02-03","1995-05-05","1995-08-08","1995-11-07","1996-02-06","1996-05-07","1996-08-06","1996-11-05","1997-02-04","1997-03-17","1997-05-06","1997-08-05","1997-11-04","1998-02-10","1998-05-12","1998-08-11","1998-11-09","1999-02-09","1999-05-11","1999-08-10","1999-11-08","2000-02-08","2000-05-09","2000-08-08","2000-11-07","2001-02-06","2001-05-08","2001-08-07","2001-11-06","2001-11-07","2002-02-05","2002-05-16","2002-08-06","2002-11-05","2003-02-04","2003-05-06","2003-08-05","2003-11-04","2004-02-10","2004-05-11","2004-08-10","2004-11-08","2005-02-08","2005-05-10","2005-08-09","2005-11-08","2006-02-07","2006-05-09","2006-08-08","2006-11-07","2007-02-06","2007-05-08","2007-08-07","2007-11-06","2008-02-05","2008-05-06","2008-08-05","2008-11-04","2009-02-10","2009-05-12","2009-08-11","2009-11-09","2010-02-09","2010-05-11","2010-08-10","2010-11-08","2011-02-08","2011-05-10","2011-08-09","2011-11-08","2012-02-07","2012-05-08","2012-08-07","2012-11-06","2013-02-12","2013-05-14","2013-08-13","2013-11-12","2014-02-11","2014-05-13","2014-08-12","2014-11-10","2015-02-10","2015-05-12","2015-08-11","2015-11-09","2016-02-09","2016-05-10","2016-08-09"
"Dividend",0.1,0.11,0.1,0.1,0.1,0.1,3.5,0.00625,0.00625,0.00625,0.00719,0.00719,0.00719,0.00719,0.00719,0.00719,0.00719,0.00719,0.00719,0.00719,0.00719,0.00719,0.00781,0.00781,0.00781,0.00781,0.01,0.00875,0.00875,0,0.00875,0.00875,0.00875,0.00875,0.00875,0.00438,0.00438,0.00438,0.00438,0.00438,0,0.00625,0.00625,0.00625,0.00625,0.0075,0.0075,0.0075,0.0075,0.00875,0.00875,0.00875,0.00875,0.01,0.01,0.01,0.01,0.01125,0.01125,0.01125,0,0.01125,0.015,0.015,0.015,0.015,0.0175,0.0175,0.0175,0.0175,0.0225,0.0225,0.0225,0.0225,0.03,0.03,0.03,0.03,0.035,0.035,0.035,0.035,0.045,0.045,0.045,0.045,0.055,0.055,0.055,0.055,0.06,0.06,0.06,0.06,0.075,0.075,0.075,0.075,0.095,0.095,0.095,0.095,0.115,0.115,0.115,0.115,0.145,0.145,0.145,0.145,0.175,0.175,0.175,0.175,0.21,0.21,0.21,0.21,0.26,0.26
