"","1982-01-04","1982-04-02","1982-07-02","1982-10-04","1983-01-04","1983-04-05","1983-07-01","1983-10-04","1984-01-04","1984-04-04","1984-07-09","1984-10-03","1985-01-04","1985-04-03","1985-07-03","1985-10-04","1986-01-06","1986-04-04","1986-07-03","1986-10-06","1987-01-05","1987-04-06","1987-07-06","1987-12-31","1988-01-04","1988-04-05","1988-07-05","1988-10-03","1989-01-04","1989-04-04","1989-07-03","1989-10-03","1990-01-04","1990-04-04","1990-07-03","1990-10-03","1991-01-04","1991-04-04","1991-07-03","1991-10-04","1992-01-06","1992-04-06","1992-07-09","1992-10-05","1993-01-04","1993-04-02","1993-07-02","1993-10-04","1994-01-03","1994-04-04","1994-07-01","1994-10-07","1994-12-30","1995-04-03","1995-07-05","1995-10-04","1996-01-03","1996-04-02","1996-07-02","1996-10-09","1997-01-08","1997-04-02","1997-07-01","1997-10-08","1998-01-07","1998-04-07","1998-06-30","1998-10-07","1999-01-06","1999-04-07","1999-06-30","1999-10-06","2000-01-05","2000-04-05","2000-07-05","2000-10-04","2000-12-19","2001-01-03","2001-04-04","2001-07-03","2001-10-03","2002-01-02","2002-04-03","2002-07-02","2002-10-02","2002-12-31","2003-04-02","2003-07-01","2003-10-01","2003-12-30","2004-03-31","2004-06-30","2004-09-29","2005-01-05","2005-03-30","2005-06-29","2005-10-05","2006-01-04","2006-04-05","2006-07-05","2006-10-04","2007-01-03","2007-04-03","2007-07-03","2007-10-03","2008-01-02","2008-04-02","2008-07-01","2008-10-01","2008-12-30","2009-04-01","2009-07-08","2009-10-07","2010-01-06","2010-04-07","2010-07-07","2010-10-06","2011-01-05","2011-04-06","2011-07-06","2011-10-05","2012-01-04","2012-04-03","2012-07-03","2012-10-03","2012-12-13","2013-04-03","2013-07-02","2013-10-02","2013-12-31","2014-04-02","2014-07-01","2014-10-01","2014-12-30","2015-03-26","2015-06-25","2015-09-23","2016-03-22","2016-07-06"
"Dividend",0.00219,0.00219,0.0025,0.0025,0.0025,0.0025,0.00281,0.00281,0.00281,0.00281,0.00297,0.00297,0.00297,0.00297,0.00313,0.00313,0.00313,0.00313,0.00344,0.00344,0.00344,0.00344,0.00406,0.00406,0.00406,0.00406,0.00469,0.00469,0.00469,0.00469,0.00547,0.00547,0.00547,0.00547,0.00641,0.00641,0.00641,0.00641,0.00828,0.0075,0.0075,0.0075,0.00875,0.00875,0.00875,0.00875,0.01063,0.01063,0.01063,0.01063,0.01281,0.01275,0.01275,0.01275,0.01625,0.01625,0.01625,0.01625,0.02375,0.02375,0.02375,0.02375,0.0275,0.0275,0.0275,0.0275,0.0325,0.0325,0.0325,0.0325,0.04,0.04,0.04,0.04,0.05,0.05,0.001,0.05,0.05,0.058,0.058,0.058,0.058,0.063,0.063,0.058,0.063,0.073,0.073,0.073,0.073,0.085,0.085,0.085,0.084,0.096,0.096,0.096,0.096,0.11,0.11,0.11,0.11,0.125,0.125,0.125,0.125,0.188,0.188,0.188,0.188,0.205,0.205,0.205,0.205,0.225,0.225,0.225,0.225,0.243,0.243,0.243,0.243,0.26,0.26,0.26,0.26,0.28,0.28,0.28,0.28,0.305,0.305,0.305,0.305,0.38,0.38,0.38,0.43
