"","2005-10-13","2006-10-11","2007-10-10","2008-10-08","2009-10-14","2010-04-14","2010-10-13","2011-04-13","2011-10-12","2012-04-11","2012-10-10","2013-04-10","2013-10-09","2014-04-09","2014-10-15","2015-04-08","2015-10-14","2016-04-13"
"Dividend",0.3,0.35,0.42,0.5,0.75,0.375,0.45,0.45,0.675,0.675,0.81,0.81,0.93,0.93,1.02,1.02,1.1,1.1
