"","1990-12-31","1991-04-04","1991-06-27","1991-09-30","1992-01-06","1992-03-31","1992-06-26","1992-09-28","1992-12-29","1993-03-31","1993-06-29","1993-09-29","1993-12-29","1994-03-29"
"Dividend",0.15,0.15,0.175,0.175,0.175,0.175,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
