"","1992-10-26","1993-01-26","1993-04-26","1993-07-26","1993-10-26","1994-01-26","1994-04-25","1994-07-26","1994-10-26","1995-01-26","1995-04-25","1995-07-28","1995-10-30","1996-01-30","1996-04-29","1996-07-30","1996-10-30","1997-01-29","1997-04-29","1997-07-30","1997-10-29","1998-01-28","1998-04-29","1998-08-05","1998-11-04","1999-02-03","1999-05-05","1999-08-04","1999-11-03","2000-02-03","2000-05-03","2000-08-03","2000-11-03","2001-02-05","2001-05-03","2001-08-03","2001-11-05","2002-02-05","2002-05-03","2002-08-05","2002-11-05","2003-02-05","2003-05-05","2003-08-05","2003-11-05","2004-02-04","2004-05-05","2004-08-04","2004-11-03","2005-02-03","2005-05-04","2005-08-03","2005-11-03","2006-02-03","2006-05-03","2006-08-03","2006-11-03","2007-02-05","2007-05-03","2007-08-03","2007-11-05","2008-02-05","2008-05-05","2008-08-05","2008-11-05","2009-02-04","2009-05-05","2009-08-05","2009-11-04","2010-02-03","2010-05-05","2010-08-04","2010-11-03","2011-02-03","2011-05-04","2011-08-03","2011-11-03","2012-02-03","2012-05-03","2012-08-03","2012-11-05","2013-02-05","2013-05-03","2013-08-05","2013-11-05","2014-02-05","2014-05-05","2014-08-05","2014-11-05","2015-02-04","2015-05-05","2015-08-05","2015-11-04","2016-02-03","2016-05-04","2016-08-03"
"Dividend",0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00375,0.00375,0.00375,0.00375,0.005,0.005,0.005,0.005,0.00625,0.00625,0.00625,0.00625,0.0075,0.0075,0.0075,0.0075,0.0075,0.01,0.015,0.015,0.015,0.015,0.015,0.015,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.08,0.08,0.08,0.08,0.1,0.1,0.1,0.1,0.113,0.113,0.113,0.113,0.128,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.158,0.158,0.158,0.158,0.181,0.181,0.21,0.21,0.21,0.21,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.24,0.24,0.24,0.24,0.26,0.26,0.26
