"","1987-08-26","1988-02-24","1988-05-25","1988-08-26","1988-11-25","1991-05-28","1992-02-25","1992-05-26","1992-08-26","1992-11-24","1993-02-23","1993-08-26","1994-08-26","1994-11-25","1995-02-23","1995-05-25","1995-08-30","1995-11-29","1996-02-28","1996-05-29","1996-08-28","1996-11-26","1997-02-26","1997-05-28","1997-08-27","1997-11-26","1998-02-25","1998-05-28","1998-08-28","1998-11-27","1999-02-25","1999-05-27","1999-08-30","1999-11-29","2000-02-28","2000-05-30","2000-08-30","2000-11-29","2001-02-27","2001-05-30","2001-08-29","2001-11-28","2002-02-27","2002-05-29","2002-08-28","2002-11-26","2003-02-26","2003-05-28","2003-08-27","2003-11-26","2004-02-26","2004-05-27","2004-08-30","2004-11-29","2005-02-25","2005-08-30","2006-02-27","2006-05-30","2006-08-30","2006-11-29","2007-02-27","2007-05-30","2007-08-29","2007-11-28","2008-02-27","2008-05-28","2008-08-27","2008-11-26","2009-02-25","2009-05-28","2009-08-28","2009-11-27","2010-02-25","2010-05-27","2010-08-30","2010-11-29","2011-02-25","2011-05-27","2011-08-30","2011-11-29","2012-02-28","2012-05-30","2012-08-29","2012-11-28","2013-02-27","2013-05-29","2013-08-28","2013-11-26","2014-02-26","2014-05-28","2014-08-27","2014-11-26","2015-02-25","2015-05-28","2015-08-28","2015-11-27","2016-02-26","2016-05-27","2016-08-30"
"Dividend",0.00133,0.00333,0.00333,0.00333,0.00333,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,0.01333,0.01333,0.01333,0.01333,0.01333,0.02,0.02,0.02,0.02,0.02,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.15,0.05,0.05,0.05,0.075,0.075,0.075,0.075,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15
