"","1987-04-06","1987-07-06","1987-10-05","1988-01-04","1988-04-04","1988-07-01","1988-10-03","1989-01-31","1989-05-02","1989-08-01","1989-10-31","1990-01-30","1990-05-01","1990-07-31","1990-10-30","1991-01-29","1991-04-30","1991-07-30","1991-10-29","1992-01-28","1992-04-28","1992-07-28","1992-11-03","1993-02-02","1993-05-04","1993-08-03","1993-11-02","1994-02-01","1994-05-03","1994-08-02","1994-11-01","1995-01-31","1995-05-02","1995-08-03","1995-11-02","1996-02-01","1996-05-02","1996-08-01","1996-10-31","1997-01-30","1997-05-01","1997-07-31","1997-10-30","1998-02-05","1998-04-30","1998-07-30","1998-10-29","1999-01-28","1999-04-29","1999-07-29","1999-10-28","2000-02-03","2000-04-27","2000-08-03","2000-11-02","2001-02-01","2001-05-03","2001-08-02","2001-11-01","2002-01-31","2002-05-02","2002-08-01","2002-08-21","2002-10-31","2003-01-30","2003-05-01","2003-07-31","2003-10-30","2004-01-29","2004-04-29","2004-07-29","2004-10-28","2005-02-03","2005-04-28","2005-07-28","2005-11-03","2006-02-02","2006-04-27","2006-08-03","2006-11-02","2007-02-01","2007-05-03","2007-08-02","2007-11-01","2008-01-31","2008-05-01","2008-07-31","2008-10-30","2009-01-29","2011-05-25","2011-07-28","2011-11-03","2012-02-02","2012-05-03","2012-08-02","2012-11-01","2013-01-31","2013-05-02","2013-08-01","2013-10-31","2014-01-30","2014-05-01","2014-07-31","2014-10-30","2015-01-29","2015-05-07","2015-07-30","2015-10-29","2016-01-28","2016-04-28","2016-07-28"
"Dividend",0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.05833,0.05833,0.05833,0.06667,0.06667,0.06667,0.08333,0.08333,0.08333,0.08333,0.10417,0.10417,0.10417,0.16667,0.16667,0.16667,0.2,0.2,0.20875,0.20833,0.20833,0.25,0.25,0.25,0.33333,0.33333,0.33333,0.33333,0.375,0.375,0.375,0.375,0.5,0.5,0.5,0.5,0.625,0.625,0.625,0.9,0.9,1.05,1.05,1.05,1.2,1.2,1.395,1.4,1.4,1.4,1.6,1.6,1.6,1.8,1.8,24.15,1.8,2,2,3.5,3.5,4,4,4,4,4.4,4.4,4.4,4.4,4.9,4.9,4.9,4.9,5.4,5.4,5.4,5.4,3.2,3.2,3.2,1.6,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.16
