"","1984-08-09","1984-10-22","1985-02-08","1985-05-09","1985-08-09","1985-11-08","1986-02-04","1986-05-09","1986-08-11","1986-11-10","1987-02-09","1987-05-11","1987-08-10","1987-11-09","1988-02-08","1988-05-09","1988-08-08","1988-11-14","1989-02-13","1989-05-15","1989-08-14","1989-11-13","1990-02-12","1990-05-14","1990-08-13","1990-11-09","1991-02-11","1991-05-13","1991-08-12","1991-11-08","1992-02-10","1992-05-11","1992-08-10","1992-11-06","1993-02-08","1993-05-10","1993-08-09","1993-11-05","1994-02-14","1994-05-16","1994-08-15","1994-11-14","1995-02-13","1995-05-15","1995-08-16","1995-11-15","1996-02-14","1996-05-15","1996-08-14","1996-11-13","1997-02-18","1997-05-20","1997-08-19","1997-11-18","1998-02-17","1998-05-19","1998-08-18","1998-11-17","1999-02-16","1999-05-18","1999-08-17","1999-11-16","2000-02-15","2000-05-16","2000-08-15","2000-11-14","2001-02-13","2001-05-15","2001-08-14","2001-11-13","2002-02-12","2002-05-14","2002-08-13","2002-11-12","2003-05-13","2003-08-12","2003-11-10","2004-02-11","2004-05-12","2004-08-11","2004-11-09","2005-02-16","2005-05-18","2005-08-17","2005-11-16","2006-02-15","2006-05-17","2006-08-16","2006-11-15","2007-02-14","2007-05-16","2007-08-15","2007-11-14","2008-02-15","2008-05-19","2008-08-18","2008-11-17","2009-02-13","2009-05-18","2009-08-17","2009-11-16","2010-02-11","2010-05-17","2010-08-16","2010-11-15","2011-02-11","2011-05-16","2011-08-15","2011-11-14","2012-02-13","2012-05-14","2012-08-13","2012-11-09","2013-02-13","2013-05-20","2013-08-19","2013-11-18","2014-02-12","2014-05-19","2014-08-18","2014-11-17","2015-02-12","2015-05-18","2015-08-17","2015-11-16","2016-02-11","2016-05-16","2016-08-22"
"Dividend",0.00455,0.00533,0.00533,0.004,0.006,0.006,0.005,0.00667,0.00667,0.00733,0.00733,0.00733,0.00733,0.008,0.008,0.008,0.008,0.00933,0.00933,0.00933,0.00933,0.01067,0.01067,0.01067,0.01067,0.012,0.012,0.012,0.012,0.01333,0.01333,0.01467,0.01467,0.01467,0.01467,0.01667,0.01667,0.01667,0.01667,0.01917,0.01917,0.01917,0.01917,0.02167,0.02167,0.02167,0.02167,0.025,0.025,0.025,0.025,0.02875,0.02875,0.02875,0.02875,0.0325,0.0325,0.0325,0.0325,0.0375,0.0375,0.0375,0.0375,0.0425,0.0425,0.0425,0.0425,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.08,0.08,0.095,0.095,0.095,0.095,0.11,0.11,0.11,0.11,0.13,0.13,0.13,0.16,0.185,0.205,0.205,0.205,0.24,0.24,0.24,0.24,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.3,0.3,0.3,0.3,0.33,0.33,0.33,0.33,0.35,0.35,0.35,0.35,0.37,0.37,0.37,0.37,0.39,0.39,0.39,0.39,0.41,0.41,0.41,0.41
