"","1983-04-25","1983-07-18","1983-10-17","1984-01-16","1984-04-23","1984-07-16","1984-10-15","1985-01-14","1985-04-22","1985-07-15","1985-10-15","1986-01-13","1986-04-22","1986-07-15","1986-10-14","1987-01-20","1987-04-21","1987-07-14","1987-10-20","1988-01-19","1988-04-26","1988-07-19","1988-10-18","1989-01-17","1989-04-25","1989-07-18","1989-10-17","1990-01-16","1990-04-24","1990-07-17","1990-10-16","1991-01-14","1991-04-23","1991-07-16","1991-10-15","1992-01-13","1992-04-21","1992-07-14","1992-10-20","1993-01-19","1993-04-27","1993-07-20","1993-10-19","1994-01-18","1994-04-26","1994-07-19","1994-10-18","1995-01-17","1995-04-25","1995-07-20","1995-10-19","1996-01-18","1996-04-25","1996-07-18","1996-10-17","1997-01-15","1997-04-24","1997-07-17","1997-10-16","1998-01-22","1998-04-23","1998-07-16","1998-10-22","1999-01-21","1999-04-29","1999-07-22","1999-10-21","2000-01-20","2000-04-27","2000-07-20","2000-10-19","2001-01-18","2001-04-26","2001-07-19","2001-10-18","2002-01-16","2002-04-25","2002-07-18","2002-10-17","2003-01-15","2003-04-24","2003-07-17","2003-10-16","2004-01-14","2004-04-29","2004-07-22","2004-10-21","2005-01-20","2005-04-28","2005-07-21","2005-10-20","2006-01-19","2006-04-27","2006-07-20","2006-10-19","2007-01-18","2007-04-26","2007-07-19","2007-10-18","2008-01-16","2008-04-24","2008-07-17","2008-10-16","2009-01-22","2009-04-23","2009-07-16","2009-10-22","2010-01-21","2010-04-29","2010-07-22","2010-10-21","2011-01-20","2011-04-28","2011-07-21","2011-10-20","2012-01-19","2012-04-26","2012-07-19","2012-10-18","2013-01-17","2013-04-25","2013-07-18","2013-10-17","2014-01-16","2014-04-24","2014-07-17","2014-10-16","2015-01-22","2015-04-23","2015-07-16","2015-10-22","2016-01-21","2016-04-28","2016-07-14"
"Dividend",0.01188,0.0125,0.0125,0.0125,0.0125,0.01375,0.01375,0.01375,0.01375,0.0175,0.0175,0.02,0.02,0.0225,0.0225,0.025,0.025,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.055,0.055,0.055,0.055,0.06,0.06,0.06,0.06,0.065,0.065,0.065,0.065,0.07,0.07,0.07,0.07,0.075,0.075,0.075,0.075,0.08,0.08,0.08,0.08,0.085,0.085,0.085,0.085,0.09,0.09,0.09,0.09,0.095,0.095,0.095,0.095,0.1,0.1,0.1,0.1,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.11,0.11,0.11,0.11,0.115,0.115,0.115,0.115,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.22,0.24,0.24,0.24,0.24,0.26
