"","2004-12-29","2005-03-11","2005-06-13","2005-09-13","2005-12-28","2006-03-13","2006-06-13","2006-09-13","2006-12-27","2007-03-13","2007-06-13","2007-09-13","2007-12-27","2008-03-13","2008-06-12","2008-09-11","2008-12-11","2009-03-12","2009-06-11","2009-09-11","2009-12-11","2010-03-11","2010-06-11","2010-09-13","2010-12-13","2011-03-11","2011-06-13","2011-09-13","2011-12-13","2012-03-13","2012-06-13","2012-09-12","2012-12-12","2013-03-13","2013-06-12","2013-09-11","2013-12-11","2014-03-12","2014-06-11","2014-09-11","2014-12-11","2015-03-11","2015-06-11","2015-09-11","2015-12-11","2016-03-11","2016-06-13","2016-09-13"
"Dividend",0.156,0.244,0.244,0.244,0.265,0.265,0.265,0.265,0.286,0.286,0.286,0.286,0.31,0.31,0.31,0.31,0.33,0.33,0.33,0.36,0.45,0.48,0.48,0.53,0.53,0.68,0.68,0.68,0.68,0.73,0.73,0.73,0.73,0.78,0.78,0.78,0.78,0.83,0.83,0.83,0.83,0.85,0.85,0.85,0.85,0.88,0.88,0.88
