"","2001-05-15","2001-08-15","2001-11-14","2002-02-12","2002-05-15","2002-08-14","2002-11-13","2003-02-12","2003-05-14","2003-08-13","2003-11-12","2004-02-11","2004-05-13","2004-08-13","2004-11-12","2005-02-10","2005-05-13","2005-08-15","2005-11-14","2006-02-10","2006-05-15","2006-08-15","2006-11-14","2007-02-12","2007-05-15","2007-08-15","2007-11-14","2008-02-13","2008-05-14","2008-08-14","2008-11-12","2009-02-11","2009-05-13","2009-08-13","2009-11-12","2010-02-10","2010-05-13","2010-08-13","2010-11-12","2011-02-10","2011-05-13","2011-08-15","2011-11-14","2012-02-13","2012-05-15","2012-08-15","2012-11-14","2013-02-13","2013-05-15","2013-08-14","2013-11-13","2014-02-12","2014-05-14","2014-08-13","2014-11-12","2015-02-11","2015-05-13","2015-08-12","2015-11-10","2016-02-10","2016-05-11","2016-08-10"
"Dividend",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
