"","2006-02-13","2006-05-11","2006-08-11","2006-11-13","2007-02-13","2007-05-11","2007-08-13","2007-11-13","2008-02-13","2008-05-13","2008-08-13","2008-11-12","2009-02-11","2009-05-13","2009-08-12","2009-11-10","2010-02-10","2010-05-12","2010-08-11","2010-11-10","2011-02-11","2011-05-11","2011-08-11","2011-11-10","2012-02-13","2012-05-11","2012-08-13","2012-11-13","2013-02-13","2013-05-13","2013-08-13","2013-11-13","2014-02-12","2014-05-13","2014-08-13","2014-11-12","2015-02-11","2015-05-13","2015-08-12","2015-11-10","2016-02-10","2016-05-11","2016-08-11"
"Dividend",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.08,0.08,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.08,0.08
