"","2014-03-13","2014-06-12","2014-09-12","2014-12-12","2015-03-13","2015-06-12","2015-09-14","2015-12-14","2016-03-14","2016-06-13","2016-09-13"
"Dividend",0.08,0.08,0.08,0.08,0.1,0.1,0.1,0.1,0.12,0.12,0.12
