"","1993-08-25","1997-01-29","1997-04-28","1997-08-06","1997-10-31","1998-01-20","1998-04-27","1998-07-30","1998-10-14","1999-02-02","1999-05-04","1999-08-09","1999-10-19","2000-02-03","2000-05-11","2000-08-14","2000-10-18","2001-02-01","2001-03-07","2001-05-04","2001-08-06","2001-10-11","2002-02-01","2002-05-10","2002-08-07","2002-10-31","2003-01-30","2003-05-09","2003-08-06","2003-10-16","2004-01-28","2004-05-05","2004-08-04","2004-10-22","2005-01-26","2005-05-04","2005-08-03","2005-10-18","2006-01-25","2006-05-03","2006-08-17","2006-10-19","2007-01-24","2007-05-02","2007-08-15","2007-11-01","2008-02-08","2008-05-15","2008-08-14","2008-12-04","2009-02-11","2009-05-15","2009-08-17","2009-12-02","2010-02-11","2010-05-12","2010-08-12","2010-11-22","2011-02-08","2011-05-10","2011-08-10","2011-11-30","2012-02-08","2012-05-04","2012-08-09","2012-11-29","2012-12-13","2014-02-05","2014-05-13","2014-08-06","2014-11-26","2015-02-04","2015-05-13","2015-08-05","2015-11-25","2016-02-03","2016-05-11","2016-08-04"
"Dividend",0.11828,0.00551,0.00551,0.00551,0.00551,0.00606,0.00606,0.00606,0.00606,0.00827,0.00827,0.00827,0.00827,0.01102,0.01102,0.01102,0.01201,0.01502,0,0.01667,0.01667,0.01667,0.02,0.03,0.03,0.03,0.035,0.035,0.035,0.035,0.06,0.06,0.06,0.06,0.0675,0.09,0.09,0.09,0.1,0.1,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037,0.15,0.038,0.038,0.063,0.063,0.063,0.063,0.063,0.08,0.08,0.08,0.08
