"","1991-03-11","1992-03-03","1993-03-03","1994-03-07","1995-03-06","1996-03-06","1997-03-05","1998-02-04","1999-02-03","2000-02-02","2001-01-31","2002-02-13","2003-02-05","2004-02-06","2005-02-04","2006-02-03","2007-02-02","2008-02-04","2009-02-02","2010-02-08","2010-11-09","2011-11-08","2012-11-07","2013-11-06","2014-11-05","2015-11-04"
"Dividend",0.03167,0.03667,0.04667,0.05667,0.06667,0.08333,0.1,0.12,0.14667,0.18667,0.22,0.25,0.27,0.29,0.32,0.35,0.39,0.46,0.47,0.48,0.49,0.54,0.64,0.77,1.7,1.05
