"","1997-11-05","1997-12-23","1998-05-06","1998-08-06","1998-11-05","1998-12-28","1999-03-29","1999-06-28","1999-09-28","1999-12-28","2000-03-29","2000-06-28","2000-09-27","2000-12-27","2001-03-28","2001-06-27","2001-09-26","2001-12-26","2002-03-26","2002-06-26","2002-09-26","2002-12-26","2003-03-26","2003-06-26","2003-09-26","2003-12-26","2004-03-29","2004-06-28","2004-09-28","2004-12-29","2005-03-29","2005-06-28","2005-09-28","2005-12-28","2006-03-29","2006-06-28","2006-09-27","2006-12-27","2007-03-28","2007-06-27","2007-09-26","2007-12-27","2008-03-27","2008-06-26","2008-09-26","2008-12-29","2009-03-27","2009-06-26","2009-09-28","2009-12-29","2010-03-29","2010-06-28","2010-09-28","2010-12-29","2011-03-29","2011-06-28","2011-09-28","2011-12-28","2012-03-28","2012-06-27","2012-09-26","2012-12-27","2013-03-26","2013-06-26","2013-09-26","2013-12-27","2014-03-27","2014-06-26","2014-09-26","2014-12-29","2015-03-27","2015-06-26","2015-09-28","2015-12-29","2016-03-29","2016-06-28","2016-09-28"
"Dividend",0.44,0.405,0.405,0.405,0.425,0.425,0.425,0.426,0.45,0.45,0.45,0.53,0.53,0.53,0.53,0.58,0.58,0.58,0.58,0.61,0.61,0.61,0.61,0.63,0.63,0.63,0.63,0.65,0.65,0.65,0.65,0.68,0.68,0.68,0.68,0.68,0.68,6.08,0.68,0.68,0.68,6.66,0.68,0.68,0.68,0.68,0.68,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.55,0.55,0.55,0.55,0.65,0.65,0.65,0.65,2.9,0.65,0.65,0.65,5.15,0.65,0.65,0.65,1.9,0.65,0.65,0.65
