"","1987-10-19","1988-01-22","1988-04-18","1988-07-18","1988-10-17","1989-01-13","1989-04-17","1989-07-17","1989-10-16","1990-01-12","1990-04-16","1990-07-16","1990-10-15","1991-01-14","1991-04-15","1991-07-15","1991-10-11","1992-01-17","1992-04-20","1992-07-20","1992-10-19","1993-01-15","1993-04-19","1993-07-19","1993-10-18","1994-01-14","1994-04-18","1994-07-18","1994-10-17","1995-01-13","1995-04-17","1995-07-19","1995-10-18","1996-01-17","1996-04-17","1996-07-17","1996-10-16","1997-01-22","1997-04-16","1997-07-16","1997-10-22","1998-01-21","1998-04-22","1998-07-22","1998-10-21","1999-01-20","1999-04-21","1999-07-21","1999-10-20","2000-01-19","2000-04-18","2000-07-19","2000-10-18","2001-01-17","2001-04-18","2001-07-18","2001-10-17","2002-01-16","2002-04-17","2002-07-17","2002-10-16","2003-01-22","2003-04-15","2003-07-16","2003-10-22","2004-01-21","2004-04-22","2004-07-21","2004-10-21","2005-01-20","2005-03-09","2005-04-22","2005-07-22","2005-10-24","2006-01-23","2006-04-24","2006-07-24","2006-10-23","2007-01-22","2007-04-23","2007-07-23","2007-10-22","2008-01-18","2008-04-21","2008-07-21","2008-10-22","2009-01-21","2009-04-29","2009-07-30","2009-10-28","2010-01-28","2010-04-28","2010-07-28","2010-10-27","2011-01-27","2011-04-27","2011-07-27","2011-10-27","2012-01-26","2012-04-26","2012-07-26","2012-10-25","2013-01-24","2013-04-25","2013-07-25","2013-10-24","2014-01-29","2014-04-23","2014-07-25","2014-10-24","2015-01-30","2015-04-30","2015-07-30","2015-10-29","2016-01-29","2016-04-29","2016-07-29"
"Dividend",0.05962,0.05962,0.05962,0.05962,0.0636,0.0636,0.0636,0.0636,0.07022,0.07022,0.07022,0.07022,0.07022,0.07022,0.05035,0.05035,0.05035,0.05035,0.05035,0.05035,0.05035,0.05035,0.05035,0.05962,0.00662,0.05962,0.07287,0.07287,0.0848,0.0848,0.0848,0.0954,0.0954,0.106,0.106,0.1166,0.1166,0.1272,0.1272,0.1272,0.1378,0.1378,0.1378,0.1484,0.1484,0.1484,0.1484,0.1484,0.1696,0.1696,0.13568,0.1696,0.1908,0.1908,0.1908,0.1908,0.1908,0.2014,0.2014,0.2014,0.2014,0.2014,0.2014,0.2014,0.2014,0.2014,0.212,0.212,0.212,0.212,0.053,0.212,0.2226,0.2226,0.2226,0.2226,0.2332,0.2332,0.2332,0.2332,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.15,0.15,0.15,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.19
