"","2003-11-25","2004-02-25","2004-05-26","2004-08-25","2004-12-01","2005-02-23","2005-05-25","2005-08-24","2005-11-22","2006-02-22","2006-05-24","2006-08-23","2006-11-21","2007-03-07","2007-05-30","2007-08-29","2007-12-05","2008-03-05","2008-05-28","2008-08-27","2008-12-03","2009-03-04","2009-05-27","2009-08-25","2009-12-02","2010-03-03","2010-05-26","2010-08-25","2010-12-01","2011-03-02","2011-05-25","2011-08-24","2011-11-30","2012-03-07","2012-05-30","2012-08-29","2012-12-05","2013-02-27","2013-05-29","2013-08-28","2013-12-04","2014-02-26","2014-05-28","2014-09-03","2014-12-03","2015-02-25","2015-05-27","2015-08-26","2015-12-02","2016-02-24","2016-05-25","2016-08-24"
"Dividend",0.04,0.04,0.06,0.06,0.06,0.06,0.1,0.1,0.1,0.12,0.16,0.16,0.16,0.18,0.18,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.22,0.22,0.22,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.34,0.34,0.34,0.34,0.37,0.37,0.37,0.37,0.4,0.4,0.4,0.4,0.42,0.42,0.42
