"","2011-12-08","2012-04-09","2012-06-28","2012-09-27","2012-12-13","2013-04-08","2013-06-13","2013-09-19","2013-12-12","2014-04-08","2014-06-13","2014-09-19","2014-12-12","2015-04-08","2015-06-15","2015-09-21","2015-12-14","2016-04-08","2016-06-15","2016-09-28"
"Dividend",0.35,0.21,0.22,0.23,0.24,0.26,0.27,0.28,0.29,0.32,0.34,0.36,0.38,0.42,0.44,0.46,0.49,0.51,0.53,0.55
