"","2005-08-29","2005-11-28","2006-02-24","2006-05-26","2006-08-29","2006-11-28","2007-02-26","2007-05-29","2007-08-29","2007-11-28","2008-02-27","2008-05-28","2008-08-27","2008-11-25","2009-02-25","2009-03-30","2009-05-27","2009-08-27","2009-11-24","2009-12-10","2010-02-24","2010-05-26","2010-08-27","2010-11-26","2011-02-24","2011-05-26","2011-08-29","2011-11-28","2012-02-27","2012-05-29","2012-08-29","2012-11-28","2013-02-26","2013-05-29","2013-08-28","2013-11-26","2014-02-26","2014-05-21","2014-08-27","2014-11-25","2015-02-25","2015-05-27","2015-08-27","2015-11-25","2016-02-25","2016-05-26","2016-08-29"
"Dividend",0.14382,0.14382,0.14382,0.14382,0.1582,0.1582,0.1582,0.1582,0.18121,0.18121,0.18121,0.18121,0.18121,0.18121,0.18121,2.11122,0.18025,0.18025,0.18025,2.04986,0.20422,0.20422,0.20422,0.20422,0.22531,0.22531,0.22531,0.22531,0.24928,0.24928,0.24928,0.24928,0.27517,0.27517,0.27517,0.27517,0.30489,0.30489,0.318,0.318,0.35,0.35,0.35,0.35,0.403,0.403,0.403
