"","2007-08-09","2007-11-08","2008-03-04","2008-05-27","2008-08-26","2008-11-24","2009-02-24","2009-05-26","2009-08-25","2009-11-20","2010-03-04","2010-05-25","2010-08-24","2010-11-22","2011-03-08","2011-05-24","2011-08-23","2011-11-21","2012-03-13","2012-05-22","2012-08-21","2012-11-19","2013-03-12","2013-05-23","2013-08-20","2013-11-22","2014-03-12","2014-05-28","2014-08-19","2014-11-26","2015-03-11","2015-05-27","2015-08-26","2015-11-25","2016-03-09","2016-05-25","2016-08-24"
"Dividend",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.23,0.23,0.23,0.23,0.29,0.29,0.29,0.29,0.35,0.35,0.35,0.35,0.42,0.42,0.42,0.42,0.5,0.5,0.5
