"","2010-06-17","2010-08-27","2010-11-26","2011-02-24","2011-06-13","2011-09-13","2011-12-13","2012-03-13","2012-06-13","2012-09-12","2012-12-12","2013-03-13","2013-06-12","2013-09-11","2013-12-11","2014-03-12","2014-06-11","2014-09-11","2014-12-11","2015-03-11","2015-06-11","2015-09-11","2015-12-11","2016-03-09","2016-06-13","2016-09-22"
"Dividend",0.15,0.15,0.15,0.15,0.25,0.25,0.25,0.25,0.275,0.275,0.275,0.275,0.3,0.3,0.3,0.3,0.33,0.33,0.33,0.33,0.4,0.4,0.4,0.4,0.4,0.2
