"","1996-02-28","1996-05-29","1996-08-28","1996-11-26","1997-03-06","1997-05-29","1997-08-28","1997-11-26","1998-02-26","1998-05-28","1998-08-28","1998-11-27","1999-02-25","1999-05-27","1999-08-30","1999-11-29","2000-02-28","2000-05-30","2000-08-30","2000-11-29","2001-03-01","2001-05-30","2001-08-30","2001-11-29","2002-02-28","2002-05-30","2002-08-29","2002-11-27","2003-02-27","2003-05-29","2003-08-28","2003-11-26","2004-02-26","2004-05-27","2004-08-30","2004-11-29","2005-02-25","2005-05-27","2005-08-30","2005-11-29","2006-02-27","2006-05-30","2006-08-30","2006-11-29","2007-02-27","2007-05-30","2007-08-30","2007-11-29","2008-02-28","2008-05-29","2008-08-28","2008-11-26","2009-02-26","2009-05-28","2009-08-31","2009-11-27","2010-02-25","2010-05-27","2010-08-30","2010-11-29","2011-02-25","2011-05-27","2011-08-30","2011-11-29","2012-03-01","2012-05-30","2012-08-30","2012-11-29","2013-03-07","2013-05-30","2013-08-29","2013-11-27","2014-03-06","2014-05-29","2014-08-28","2014-11-26","2015-03-05","2015-05-28","2015-08-28","2015-11-27","2016-03-03","2016-05-27","2016-08-30"
"Dividend",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.22,0.22,0.23,0.23,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.53,0.53,0.53,0.53,0.32,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.18,0.18,0.18,0.18,0.21,0.21,0.21,0.21,0.21
