"","1987-08-17","1987-12-01","1988-02-11","1988-05-09","1988-08-16","1988-11-29","1989-02-16","1989-05-09","1989-08-14","1989-11-29","1990-02-15","1990-05-09","1990-08-13","1990-11-30","1991-02-14","1991-05-08","1991-08-09","1991-12-05","1992-02-13","1992-05-11","1992-08-10","1992-12-04","1993-02-11","1993-05-11","1993-08-10","1993-12-06","1994-02-24","1994-05-11","1994-08-10","1994-12-05","1995-03-06","1995-06-01","1995-08-10","1995-11-08","1996-03-13","1996-06-04","1996-08-08","1996-11-07","1996-11-18","1997-03-12","1997-06-10","1997-08-07","1997-11-14","1998-03-12","1998-06-03","1998-08-26","1998-11-18","1999-03-11","1999-06-02","1999-08-23","1999-11-17","2000-03-09","2000-05-31","2000-08-23","2000-11-15","2001-03-15","2001-05-24","2001-08-22","2001-11-14","2002-03-15","2002-05-28","2002-08-28","2002-11-13","2003-02-18","2003-03-14","2003-05-27","2003-08-26","2003-11-10","2004-03-16","2004-05-25","2004-08-24","2004-11-08","2005-03-15","2005-05-17","2005-08-23","2005-11-08","2006-03-16","2006-05-15","2006-08-14","2006-11-20","2007-03-21","2007-05-21","2007-08-21","2007-11-16","2008-03-19","2008-05-20","2008-08-19","2008-11-10","2009-03-24","2009-05-19","2009-08-18","2009-11-17","2010-03-22","2010-05-18","2010-08-16","2010-11-16","2011-03-14","2011-05-17","2011-08-16","2011-11-15","2012-03-13","2012-05-15","2012-08-21","2012-11-19","2013-03-21","2013-05-20","2013-08-26","2013-11-18","2014-02-24","2014-05-21","2014-08-26","2014-11-18","2015-02-24","2015-05-19","2015-08-24","2015-11-18","2016-02-23","2016-05-17","2016-08-22"
"Dividend",0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.038,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.037,0.037,0.037,0.037,0.037,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038
