"","1994-11-08","1995-02-01","1995-05-02","1995-08-10","1995-11-03","1996-02-05","1996-05-06","1996-08-05","1996-11-05","1997-02-05","1997-05-06","1997-08-05","1997-11-05","1998-02-04","1998-05-05","1998-08-05","1998-11-04","1999-02-03","1999-05-05","1999-08-04","1999-11-04","2000-02-02","2000-05-03","2000-08-02","2000-11-01","2001-01-31","2001-05-02","2001-08-01","2001-10-31","2002-01-31","2002-05-02","2002-08-14","2002-11-06","2003-02-07","2003-05-13","2003-08-12","2003-11-18","2004-02-18","2004-05-14","2004-08-18","2004-11-17","2004-11-29","2005-02-16","2005-05-18","2005-08-17","2005-11-16","2006-05-17","2006-08-16","2006-11-15","2006-12-27","2007-05-16","2007-08-15","2007-11-14","2007-12-27","2008-05-14","2008-07-24","2008-10-23","2008-12-24","2009-05-13","2009-08-19","2009-11-18","2009-12-29","2010-05-19","2010-08-18","2010-11-17","2011-02-16","2011-05-18","2011-08-17","2011-11-16","2012-02-16","2012-05-16","2012-08-15","2012-11-14","2013-02-13","2013-05-15","2013-08-14","2013-11-13","2014-02-12","2014-04-02","2014-05-14","2014-05-16","2014-05-20","2014-06-05","2014-06-11","2014-08-13","2014-11-12","2015-02-11","2015-05-13","2015-08-12","2015-11-16","2016-02-17","2016-05-18","2016-08-17"
"Dividend",0.29,0.415,0.415,0.415,0.415,0.425,0.425,0.425,0.425,0.462,0.462,0.462,0.462,0.562,0.562,0.562,0.562,0.625,0.625,0.625,0.625,0.7,0.7,0.7,0.7,0.78,0.78,0.78,0.78,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.6,0.6,0.6,0.6,0.6,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,2.51,0.6,3,1.8,2.08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.18,0.18,0.2,0.2,0.24,0.24,0.24,0.24,0.26,0,0.26,0,0,0,0,0.26,0.26,0.28,0.3,0.3,0.3,0.33,0.33,0.33
