"","2011-02-17","2011-05-18","2011-08-18","2011-11-17","2012-02-16","2012-05-17","2012-08-16","2012-11-15","2013-02-14","2013-05-16","2013-08-15","2013-11-14","2014-02-14","2014-05-16","2014-08-15","2014-11-14","2015-02-18","2015-05-20","2015-08-19","2015-11-18","2016-02-17","2016-05-18","2016-08-17"
"Dividend",0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.12,0.12
