"","1988-03-31","1988-09-29","1989-03-23","1989-09-08","1990-03-23","1990-09-14","1991-08-19","1991-09-20","1991-11-22","1992-04-06","1992-09-18","1993-04-08","1993-09-21","1994-04-08","1994-09-23","1995-03-31","1995-09-19","1996-04-02","1996-09-17","1997-04-01","1997-09-09","1998-03-31","1998-09-08","1999-04-06","1999-10-05","2000-03-28","2000-09-12","2001-03-27","2002-03-26","2002-09-03","2003-03-27","2003-09-09","2004-03-23","2004-09-14","2005-03-14","2005-09-12","2006-03-13","2006-09-11","2007-03-12","2007-09-10","2008-03-10","2008-09-08","2009-03-09","2009-09-04","2010-03-08","2010-09-03","2011-03-14","2011-09-12","2012-03-12","2012-09-10","2013-03-11","2013-09-09","2014-03-10","2014-09-08","2015-03-09","2015-09-04","2016-03-07","2016-09-12"
"Dividend",0.00294,0.00398,0.01178,0.00957,0.01104,0.01222,0.00972,0.00986,0.00368,0.01104,0.0106,0.01178,0.01178,0.01251,0.01251,0.01767,0.01767,0.01767,0.02076,0.02032,0.01767,0.01767,0.01546,0.01325,0.01723,0.01678,0.01546,0.01369,0.01369,0.01458,0.0159,0.01767,0.02032,0.01855,0.01767,0.07067,0.04417,0.04417,0.04417,0.04417,0.053,0.053,0.053,0.053,0.06625,0.06625,0.06625,0.08392,0.07509,0.07509,0.07509,0.125,0.125,0.125,0.15,0.15,0.15,0.18
