"","2005-11-09","2006-03-02","2006-05-11","2006-08-10","2006-11-09","2007-02-15","2007-05-10","2007-08-13","2007-11-13","2008-02-20","2008-05-13","2008-08-13","2008-11-12","2009-02-12","2009-05-12","2009-08-12","2009-11-12","2010-02-18","2010-05-12","2010-08-11","2010-11-10","2011-02-10","2011-05-12","2011-08-11","2011-11-09","2012-02-10","2012-05-11","2012-08-10","2012-11-14","2013-02-14","2013-05-15","2013-08-14","2013-11-13","2014-02-12","2014-05-14","2014-08-14","2014-11-12","2015-02-12","2015-05-13","2015-08-12","2015-11-12","2016-02-10","2016-05-11","2016-08-11"
"Dividend",0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
