"","1989-11-01","1990-01-30","1990-05-01","1990-07-31","1990-10-30","1991-01-31","1991-04-30","1991-07-30","1991-10-29","1992-01-28","1992-04-28","1992-07-28","1992-10-27","1993-02-01","1993-05-04","1993-08-03","1993-10-26","1994-02-02","1994-05-03","1994-08-02","1994-11-01","1995-02-02","1995-05-02","1995-08-04","1995-11-06","1996-02-06","1996-05-06","1996-08-06","1996-11-06","1997-01-31","1997-05-01","1997-07-31","1997-10-30","1998-01-30","1998-04-30","1998-08-03","1998-10-30","1999-01-29","1999-04-29","1999-07-29","1999-09-15","1999-11-01","2000-02-04","2000-04-28","2000-08-08","2000-10-31","2001-02-05","2001-05-03","2001-08-03","2001-11-05","2002-02-05","2002-05-03","2002-08-08","2002-11-06","2007-02-05","2007-05-08","2007-08-08","2007-11-07","2008-02-06","2008-05-07","2008-08-06","2008-11-05","2009-02-04","2009-05-06","2009-08-06","2009-11-04","2010-02-04","2010-05-05","2010-08-04","2010-11-03","2011-02-03","2011-05-04","2011-08-03","2011-11-02","2012-02-08","2012-05-02","2012-08-01","2012-10-31","2013-02-06","2013-05-01","2013-07-31","2013-10-30","2014-02-05","2014-04-30","2014-07-30","2014-11-05","2015-02-04","2015-05-06","2015-08-05","2015-11-04","2016-02-03","2016-05-04","2016-08-03"
"Dividend",0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.18,0.18,0.18,0.18,0.21,0.21,0.21,0.21,0.24,0.24,0.24,0.24,0.27,0.27,0.27,0.27,0.3,0.3,0.3,0.3,0.33,0.33,0.33,0.33,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.18,0.18,0.05,0.05,0.05,0.05,0.09,0.09,0.09,0.09,0.125,0.125,0.125,0.125,0.15,0.15,0.15,0.21,0.21,0.21,0.21,0.21,0.24,0.24,0.24,0.24,0.255,0.255,0.255,0.255,0.27,0.27,0.27,0.27,0.29,0.29,0.29,0.29,0.31,0.31,0.31
