"","2006-12-13","2007-12-12","2008-12-18","2009-12-17","2010-03-17","2010-06-16","2010-09-30","2010-12-16","2011-03-16","2011-06-15","2011-09-22","2011-12-15","2012-03-14","2012-06-13","2012-09-20","2012-12-13","2013-03-13","2013-06-12","2013-09-12","2013-12-13","2014-03-13","2014-06-12","2014-09-11","2014-12-12","2015-03-13","2015-06-12","2015-09-14","2015-12-15","2016-03-15","2016-06-14","2016-09-14"
"Dividend",0.01,0.04,0.04,0.06,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.1,0.1,0.1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.155,0.155,0.155,0.155,0.16,0.16,0.16
