"","2012-09-26","2012-12-12","2013-03-26","2013-06-26","2013-09-26","2013-12-24","2014-03-26","2014-06-25","2014-10-01","2014-12-30","2015-03-31","2015-06-30","2015-09-30","2015-12-29","2016-03-30","2016-06-29","2016-09-28"
"Dividend",0.25,0.25,0.25,0.25,0.25,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5
