"","2006-11-01","2012-03-30","2012-06-29","2012-09-28","2012-12-27","2013-03-28","2013-06-28","2013-09-27","2013-12-27","2014-04-09","2014-06-27","2014-09-26","2015-01-02","2015-03-27","2015-06-26","2015-09-25","2015-12-31","2016-04-01","2016-06-30","2016-09-30"
"Dividend",1.47139,0.07153,0.07153,0.07153,0.07153,0.08584,0.08584,0.08584,0.09442,0.09442,0.09442,0.09442,0.1,0.1,0.1,0.1,0.115,0.115,0.115,0.115
