"","1993-08-02","1993-10-29","1994-01-10","1994-04-26","1994-07-26","1994-11-07","1995-01-10","1995-04-05","1995-07-19","1995-10-12","1995-12-27","1996-04-11","1996-07-02","1996-10-01","1996-12-27","1997-04-11","1997-07-11","1997-10-10","1997-12-26","1998-04-14","1998-07-13","1998-10-01","1999-01-04","1999-03-31","1999-06-30","1999-10-01","2000-01-04","2000-04-04","2000-07-03","2000-10-03","2001-01-03","2001-04-04","2001-07-03","2001-10-11","2002-01-10","2002-04-11","2002-07-02","2002-10-02","2003-01-02","2003-04-01","2003-07-02","2003-10-10","2004-01-13","2004-04-13","2004-07-13","2004-10-13","2005-01-12","2005-04-13","2005-07-13","2005-10-14","2006-01-12","2006-04-11","2006-07-13","2006-10-13","2007-01-12","2007-04-12","2007-07-13","2007-10-15","2008-01-15","2008-04-14","2008-07-15","2009-12-23","2010-11-10","2010-12-28","2011-04-13","2011-07-13","2011-10-12","2011-12-28","2012-04-12","2012-07-12","2012-10-11","2012-12-12","2013-04-12","2013-07-12","2013-10-10","2013-12-11","2014-04-02","2014-04-11","2014-05-16","2014-05-20","2014-06-05","2014-06-11","2014-07-11","2014-10-10","2014-12-11","2015-04-13","2015-07-13","2015-10-13","2015-12-11","2016-04-13","2016-07-13"
"Dividend",0.0797,0.09512,0.09512,0.10027,0.10027,0.10027,0.10541,0.10541,0.10541,0.10541,0.11055,0.11055,0.11055,0.11055,0.11055,0.11569,0.11569,0.11569,0.11569,0.12083,0.12083,0.12083,0.12083,0.12598,0.12598,0.12598,0.13112,0.13112,0.13112,0.13112,0.13626,0.13626,0.13626,0.16711,0.16711,0.16711,0.16711,0.18511,0.18511,0.18511,0.18511,0.23139,0.23139,0.23139,0.23139,0.27766,0.27766,0.27766,0.27766,0.31623,0.31623,0.31623,0.31623,0.34708,0.34708,0.34708,0.34708,0.38564,0.38564,0.38564,0.38564,0.14654,0,0.03693,0.09718,0.09718,0.09718,0.09718,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.14,0,0.15,0,0,0,0,0.15,0.16,0.17,0.17,0.17,0.18,0.19,0.19,0.19
