"","1993-05-25","1993-11-24","1994-05-25","1994-11-25","1995-05-25","1995-11-29","1996-05-30","1996-11-27","1997-05-29","1997-11-26","1998-05-28","1998-11-27","1999-05-27","1999-11-29","2000-05-30","2000-11-29","2001-05-30","2001-11-29","2002-05-30","2002-11-27","2003-05-29","2003-11-26","2004-05-27","2004-11-29","2005-05-27","2005-11-29","2006-05-30","2006-11-29","2007-05-30","2007-11-29","2008-05-29","2008-11-26","2009-05-28","2009-11-27","2010-05-27","2010-11-29","2011-05-27","2011-11-29","2012-05-30","2012-11-29","2013-05-30","2013-11-27","2014-05-29","2014-11-26","2015-05-28","2015-11-27","2016-05-27"
"Dividend",0.00313,0.00313,0.00313,0.00313,0.00375,0.00375,0.005,0.0025,0.00625,0.00625,0.00875,0.00875,0.0125,0.0125,0.0175,0.0175,0.025,0.025,0.03,0.03,0.04,0.04,0.055,0.055,0.075,0.075,0.11,0.11,0.14,0.14,0.16,0.16,0.19,0.19,0.2,0.2,0.25,0.25,0.28,0.28,0.3,0.3,0.32,0.32,0.36,0.36,0.4
