"","1982-03-03","1982-06-02","1982-08-31","1982-11-19","1983-03-02","1983-06-02","1983-08-30","1983-11-18","1984-02-29","1984-05-31","1984-08-29","1984-11-16","1985-02-27","1985-05-30","1985-08-27","1985-11-18","1986-03-04","1986-05-28","1986-08-27","1986-11-17","1987-03-03","1987-05-27","1987-09-02","1987-11-16","1988-03-02","1988-06-01","1988-08-30","1988-11-15","1989-03-01","1989-06-01","1989-08-29","1989-11-15","1990-02-28","1990-05-29","1990-08-28","1990-11-13","1991-02-27","1991-05-28","1991-08-27","1991-11-18","1992-03-03","1992-05-26","1992-09-01","1992-11-17","1993-03-03","1993-05-25","1993-08-31","1993-11-15","1994-03-02","1994-05-24","1994-08-30","1994-10-11","1994-11-14","1995-03-01","1995-05-23","1995-09-01","1995-11-15","1996-03-01","1996-05-29","1996-09-04","1996-11-14","1997-03-07","1997-05-28","1997-09-02","1997-11-19","1998-03-06","1998-05-28","1998-09-10","1998-11-18","1999-03-05","1999-05-27","1999-09-08","1999-11-08","1999-11-17","2000-03-03","2000-05-26","2000-09-06","2000-11-15","2001-03-02","2001-05-25","2001-09-05","2001-11-15","2002-03-04","2002-05-29","2002-09-04","2002-11-20","2003-03-07","2003-05-28","2003-09-03","2003-11-19","2004-03-04","2004-05-27","2004-09-03","2004-11-17","2005-03-10","2005-05-26","2005-09-02","2005-11-16","2006-03-03","2006-05-26","2006-09-01","2006-11-15","2007-03-02","2007-05-25","2007-09-04","2007-11-20","2008-02-29","2008-05-28","2008-09-02","2008-11-19","2009-03-05","2009-05-28","2009-09-04","2009-11-18","2010-03-04","2010-05-27","2010-09-03","2010-11-17","2011-03-03","2011-05-26","2011-09-02","2011-11-16","2012-03-05","2012-05-30","2012-09-05","2012-11-20","2013-03-05","2013-05-29","2013-09-06","2013-11-19","2014-03-07","2014-05-28","2014-09-05","2014-11-18","2015-03-06","2015-05-20","2015-09-09","2015-11-17","2016-03-08","2016-05-27","2016-09-07"
"Dividend",0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05196,0.05669,0.05669,0.05669,0.05669,0.06141,0.06141,0.06141,0.06141,0.06141,0.06141,0.06141,0.06141,0.06141,0.06141,0.06141,0.06141,0.06614,0.06614,0.06614,0.06614,0.07322,0.07322,0.07322,0.07322,0.07322,0.08031,0.08031,0.08031,0.08031,0.08976,0.08976,0.08976,0.08976,0.10393,0.10393,0.10393,0.10393,0.11338,0.11338,0.11338,0.11338,0.11338,1.56506,0.02362,0.02362,0.02362,0.02362,0.02362,0.02362,0.02362,0.02362,0.02362,0.02362,0.02362,0.03779,0.03779,0.03779,0.03779,0.04724,0.04724,0.04724,0.04724,0.05669,0.05669,0.05669,0.05669,0.07558,0.07558,0.07558,0.07558,0.10393,0.10393,0.10393,0.10393,0.14172,0.14172,0.14172,0.14172,0.18896,0.18896,0.18896,0.2,0.22,0.22,0.22,0.22,0.25,0.25,0.25,0.25,0.28,0.28,0.33,0.33,0.37,0.37,0.37,0.37,0.42,0.42,0.42,0.42,0.47,0.47,0.47,0.47,0.5,0.5,0.5,0.5,0.53
