"","2013-07-09","2013-10-17","2014-01-07","2014-04-08","2014-07-08","2014-10-08","2015-01-07","2015-04-08","2015-07-08","2015-10-07","2016-01-06","2016-04-06","2016-07-14"
"Dividend",0.15,0.15,0.15,0.15,0.165,0.165,0.165,0.165,0.18,0.18,0.18,0.18,0.19
