"","1982-08-02","1982-10-29","1983-01-31","1983-05-02","1983-08-01","1983-10-31","1984-01-30","1984-04-30","1984-07-30","1984-10-29","1985-01-28","1985-04-29","1985-07-29","1985-10-28","1986-02-03","1986-04-28","1986-07-28","1986-11-03","1987-02-02","1987-05-04","1987-08-03","1987-11-02","1988-02-01","1988-05-02","1988-08-01","1988-10-31","1989-01-30","1989-05-01","1989-07-31","1989-10-30","1990-01-29","1990-04-30","1990-07-30","1990-10-29","1991-01-28","1991-04-29","1991-07-29","1991-10-28","1992-02-03","1992-05-04","1992-08-03","1992-11-02","1993-02-01","1993-05-03","1993-08-02","1993-11-01","1994-01-31","1994-05-02","1994-08-01","1994-10-31","1995-01-30","1995-05-01","1995-08-02","1995-11-01","1996-01-31","1996-05-01","1996-07-31","1996-10-30","1997-02-05","1997-04-30","1997-07-30","1997-11-05","1998-02-04","1998-04-29","1998-08-05","1998-11-04","1999-02-03","1999-05-05","1999-08-04","1999-11-03","2000-02-02","2000-05-03","2000-08-02","2000-11-01","2001-01-31","2001-05-02","2001-08-01","2001-10-31","2002-01-30","2002-05-01","2002-07-31","2002-10-30","2003-02-05","2003-04-30","2003-07-30","2003-11-05","2004-02-04","2004-05-05","2004-08-04","2004-11-03","2005-02-02","2005-05-04","2005-08-03","2005-11-02","2006-02-01","2006-05-03","2006-08-02","2006-11-01","2007-01-31","2007-05-02","2007-08-01","2007-10-31","2008-01-30","2008-04-30","2008-07-30","2008-11-05","2009-02-04","2009-04-29","2009-08-05","2009-11-04","2010-02-03","2010-05-05","2010-08-04","2010-11-03","2011-02-02","2011-05-04","2011-08-03","2011-11-02","2012-02-01","2012-05-02","2012-08-09","2012-10-31","2013-01-30","2013-05-01","2013-07-31","2013-10-30","2014-02-05","2014-04-30","2014-07-30","2014-11-05","2015-02-04","2015-04-29","2015-05-06","2015-08-05","2015-11-04","2016-02-03","2016-05-04","2016-08-04"
"Dividend",0.07778,0.07778,0.07778,0.07778,0.07778,0.07778,0.08889,0.08889,0.08889,0.08889,0.09444,0.09444,0.09444,0.09444,0.09444,0.09444,0.09444,0.09444,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.13333,0.13333,0.13333,0.13333,0.13333,0.13333,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.17333,0.17333,0.17333,0.17333,0.18667,0.18667,0.18667,0.18667,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.1,0.1,0.11,0.11,0.13,0.13,0.16,0.16,0.18,0.18,0.22,0.22,0.26,0.26,0.29,0.29,0.32,0.32,0.34,0.34,0.34,0.34,0.34,0.34,0.36,0.36,0.4,0.4,0.43,0.43,0.47,0.47,0.5,0.5,0.5,0.5,0.52,0.52,0.54,0.54,0.57,0.57,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
