"","2005-04-28","2005-08-11","2005-11-10","2006-02-13","2006-05-11","2006-08-11","2006-11-13","2007-02-13","2007-05-11","2007-08-16","2007-11-15","2008-02-21","2008-05-15","2008-08-14","2008-11-20","2009-02-26","2009-05-13","2009-08-13","2009-11-12","2010-02-11","2010-05-13","2010-08-12","2010-11-10","2011-02-17","2011-05-12","2011-08-11","2011-11-09","2012-02-16","2012-05-10","2012-08-09","2012-11-15","2013-02-14","2013-05-09","2013-08-14","2013-11-14","2014-02-13","2014-05-15","2014-08-14","2014-11-13","2014-11-26","2015-02-12","2015-05-14","2015-08-13","2015-11-12","2016-02-11","2016-05-12","2016-08-11"
"Dividend",0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.25,0.25,0.25,0.25,0.35,0.35,0.35,0.35,0.4,0.4,0.4,0.4,0.45,0.45,0.45,0.45,0.5,0.5,16.5,0.5,0.5,0.52,0.52,0.52,0.52,0.52
