"","1990-11-06","1991-02-05","1991-05-14","1991-08-13","1991-11-12","1992-02-11","1992-05-12","1992-08-11","1992-11-17","1993-02-09","1993-05-07","1993-05-24","1993-08-03","1993-11-02","1994-02-04","1994-05-03","1994-08-02","1994-11-01","1995-01-31","1995-05-02","1995-08-03","1996-02-01","1996-05-02","1996-08-01","1996-10-31","1997-02-06","1997-05-01","1997-07-31","1997-10-10","1997-11-06","1998-02-05","1998-05-05","1998-08-06","1998-11-05","1999-02-04","1999-05-06","1999-08-05","1999-11-04","2000-02-03","2000-05-04","2000-08-03","2000-11-02","2001-02-01","2001-05-03","2001-08-02","2001-11-01","2001-12-26","2002-01-31","2002-05-02","2002-08-01","2002-11-07","2003-01-30","2003-05-01","2003-07-31","2003-11-06","2003-12-16","2004-01-29","2004-04-29","2004-07-29","2004-11-10","2005-02-03","2005-05-03","2005-08-02","2005-11-08","2005-12-22","2006-01-27","2006-05-03","2006-08-07","2006-11-03","2007-01-29","2007-04-27","2007-08-07","2007-10-10","2008-01-28","2008-05-08","2008-08-07","2008-11-07","2009-02-03","2009-05-07","2009-08-07","2009-11-06","2010-01-26","2010-05-06","2010-08-09","2010-11-08","2011-01-26","2011-05-05","2011-08-08","2011-11-09","2012-01-26","2012-05-10","2012-08-08","2012-11-07","2012-12-06","2013-01-24","2013-05-09","2013-08-08","2013-11-07","2014-01-23","2014-05-08","2014-08-07","2014-11-06","2015-01-16","2015-01-29","2015-05-08","2015-08-07","2015-11-06","2016-01-28","2016-05-06","2016-08-05"
"Dividend",0.12077,0.12077,0.12077,0.12077,0.12681,0.12681,0.12681,0.12681,0.13889,0.13889,0.13904,0.1404,0.19928,0.19928,0.22645,0.22645,0.22645,0.22645,0.25362,0.25362,0.25362,0.27627,0.27627,0.27627,0.27627,0.28986,0.28986,0.28986,0.28986,0.36232,0.36232,0.36232,0.36232,0.39855,0.39855,0.39855,0.39855,0.43478,0.43478,0.43478,0.43478,0.48007,0.48007,0.48007,0.54257,0.59783,0.2808,0.59783,0.59783,0.59783,0.61594,0.61594,0.61594,0.61594,0.64312,0.14493,0.78804,0.64312,0.64312,0.68841,0.68841,0.68841,0.68841,0.72464,0.69746,0.72464,0.72464,0.72464,1.25906,0.76993,0.76993,0.76993,0.81522,0.81522,0.81522,0.81522,0.86051,1.1712,0.91848,0.59601,0.56522,0.58877,0.58877,0.58877,0.58877,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.9058,0.66123,0.66123,0.66123,0.66123,0.66123,0.66123,0.66123,0.66123,0,0.63,0.63,0.63,0.63,0.63,0.63,0.63
