"","2003-06-25","2003-09-24","2003-12-23","2004-03-31","2004-06-30","2004-09-29","2004-12-29","2005-03-30","2005-06-29","2005-09-28","2005-12-28","2006-03-29","2006-06-28","2006-09-27","2006-12-27","2007-03-28","2007-06-27","2007-09-26","2007-12-26","2008-03-26","2008-06-25","2008-09-24","2008-12-23","2009-03-25","2009-06-24","2009-09-23","2009-12-22","2010-03-30","2010-06-30","2010-09-29","2010-12-29","2011-03-30","2011-06-29","2011-09-28","2011-12-28","2012-03-28","2012-06-27","2012-09-26","2012-12-13","2013-03-26","2013-06-26","2013-06-27","2013-09-25","2013-12-24","2014-03-26","2014-06-25","2014-09-24","2014-12-23","2015-03-25","2015-06-24","2015-09-23","2015-12-22","2016-03-30","2016-06-29","2016-09-28"
"Dividend",0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0,0.4,0.45,0.45,0.45,0.45,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5
