"","2001-03-13","2001-06-18","2001-09-17","2001-12-17","2002-03-07","2002-06-06","2002-09-06","2002-12-06","2003-03-07","2003-06-06","2003-09-08","2003-12-10","2004-03-05","2004-06-04","2004-09-03","2004-12-06","2005-03-07","2005-06-06","2005-09-02","2005-12-05","2006-03-07","2006-06-06","2006-09-05","2006-12-05","2007-03-06","2007-06-05","2007-09-04","2007-12-04","2008-03-05","2008-06-04","2008-09-03","2008-12-03","2009-03-04","2009-06-03","2009-09-02","2009-12-02","2010-03-03","2010-06-02","2010-09-01","2010-12-01","2011-03-02","2011-06-01","2011-08-31","2011-11-30","2012-03-01","2012-05-31","2012-08-30","2012-11-29","2013-02-28","2013-05-30","2013-08-29","2013-11-27","2014-02-28","2014-05-30","2014-08-29","2014-11-28","2015-02-27","2015-05-29","2015-08-31","2015-11-30","2016-02-29","2016-05-31","2016-08-31"
"Dividend",0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
