"","1993-08-06","2001-08-09","2001-11-16","2012-03-13","2012-06-13","2012-09-13","2012-12-13","2013-03-13","2013-06-13","2013-09-12","2013-12-12","2014-03-13","2014-06-12","2014-09-11","2014-12-11","2015-03-12","2015-06-11","2015-09-11","2015-12-11","2016-03-11","2016-06-13","2016-09-13"
"Dividend",0.04296,0.82,2.52,0.13,0.13,0.13,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
