"","1985-09-26","1985-12-26","1986-03-26","1986-06-26","1986-09-30","1986-12-26","1987-03-31","1987-06-25","1987-09-29","1987-12-28","1988-03-28","1988-06-28","1988-09-27","1988-12-28","1989-03-28","1989-07-03","1989-09-26","1989-12-26","1990-04-03","1990-07-03","1990-09-25","1990-12-26","1991-04-02","1991-07-05","1991-09-25","1991-12-26","1992-04-02","1992-07-02","1992-09-25","1992-12-28","1993-04-02","1993-07-01","1993-09-27","1993-12-29","1994-04-04","1994-07-01","1994-09-27","1994-12-30","1995-04-03","1995-07-11","1995-09-28","1995-12-28","1996-04-08","1996-07-09","1996-09-27","1996-12-31","1997-04-07","1997-07-07","1997-09-29","1997-12-30","1998-04-06","1998-07-07","1998-09-29","1998-12-30","1999-04-05","1999-07-06","1999-09-29","1999-12-31","2000-04-11","2000-07-11","2000-08-21","2000-10-04","2000-12-28","2001-03-29","2001-07-05","2001-09-28","2001-12-28","2002-04-04","2002-07-03","2002-10-03","2002-12-31","2003-06-05","2003-07-02","2003-12-11","2003-12-30","2004-03-31","2004-06-30","2004-09-29","2004-12-30","2005-03-29","2005-06-28","2005-09-27","2005-12-29","2006-03-28","2006-06-27","2006-09-26","2006-12-26","2007-03-27","2007-06-26","2007-09-25","2007-12-24","2008-03-25","2008-06-24","2008-09-23","2008-12-24","2009-03-24","2009-06-23","2009-09-22","2009-12-22","2010-03-23","2010-06-22","2010-09-21","2010-12-21","2011-03-22","2011-06-21","2011-09-20","2011-12-22","2012-03-20","2012-06-19","2012-09-18","2012-12-24","2013-03-19","2013-06-18","2013-09-17","2013-12-24","2014-03-18","2014-06-17","2014-09-16","2014-12-23","2015-03-13","2015-06-16","2015-09-15","2015-12-22","2016-03-11","2016-06-14","2016-09-13"
"Dividend",0.22,0.22,0.22,0.2375,0.2375,0.2375,0.2375,0.2525,0.2525,0.2525,0.2525,0.265,0.265,0.265,0.265,0.2775,0.2775,0.2775,0.2775,0.29,0.29,0.29,0.29,0.3025,0.3025,0.3025,0.3025,0.315,0.315,0.315,0.315,0.3225,0.3225,0.3225,0.3225,0.33,0.33,0.33,0.33,0.3375,0.3375,0.3375,0.3375,0.345,0.345,0.345,0.345,0.3525,0.3525,0.3525,0.3525,0.358,0.358,0.358,0.358,0.363,0.363,0.363,0.363,0.368,0.159,0.218,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.208,0.208,0.208,0.208,0.215,0.215,0.215,0.215,0.223,0.223,0.223,0.223,0.23,0.23,0.23,0.23,0.238,0.238,0.238,0.238,0.245,0.245,0.245,0.245,0.253,0.253,0.253,0.253,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.3,0.3,0.3,0.3,0.32,0.32,0.32,0.32,0.34,0.34,0.34
