"","1990-06-11","1990-09-10","1990-12-10","1991-03-11","1991-06-10","1991-09-10","1991-12-10","1992-03-09","1992-06-08","1992-09-17","1992-12-14","1993-03-08","1993-06-09","1993-09-20","1993-12-13","1994-03-14","1994-05-24","1994-06-09","1994-09-20","1994-12-09","1995-03-14","1995-06-13","1995-09-27","1995-12-13","1996-03-13","1996-06-12","1996-09-25","1996-12-12","1997-03-12","1997-06-11","1997-09-24","1997-12-12","1998-03-11","1998-06-10","1998-09-23","1998-12-11","1999-03-10","1999-06-09","1999-09-22","1999-12-16","2000-03-08","2000-06-07","2000-09-26","2000-12-15","2001-03-07","2001-06-06","2001-09-19","2001-12-18","2002-03-06","2002-06-05","2002-09-18","2002-12-18","2003-03-05","2003-06-04","2003-09-24","2003-12-23","2004-03-03","2004-06-04","2004-09-22","2004-12-21","2005-03-08","2005-06-07","2005-09-21","2005-12-14","2006-03-07","2006-06-05","2006-09-19","2006-12-14","2007-03-06","2007-06-04","2007-09-18","2007-12-13","2008-03-05","2008-06-04","2008-09-17","2008-12-15","2009-03-04","2009-06-05","2009-09-16","2009-12-14","2010-03-03","2010-06-11","2010-09-20","2010-12-20","2011-03-02","2011-06-10","2011-09-21","2011-12-19","2012-03-01","2012-06-12","2012-09-20","2012-12-12","2013-03-01","2013-06-12","2013-09-20","2013-12-18","2014-02-28","2014-06-11","2014-09-19","2014-12-19","2015-03-05","2015-06-10","2015-09-18","2015-12-16","2016-03-07","2016-06-09","2016-09-20"
"Dividend",0.03438,0.03438,0.03438,0.03438,0.03438,0.03438,0.03438,0.03438,0.03875,0.03875,0.03875,0.03875,0.03875,0.03875,0.03875,0.03875,0.00563,0.03875,0.03875,0.03875,0.03875,0.03875,0.04375,0.04375,0.04375,0.04375,0.05,0.05,0.05,0.05,0.0625,0.0625,0.0625,0.0625,0.0625,0.075,0.075,0.075,0.075,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.125,0.125,0.125,0.125,0.125,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.55,0.55
