"","2008-06-03","2008-12-10","2009-06-03","2010-06-01","2011-04-26","2011-12-19","2012-06-05","2012-12-17","2013-06-03","2013-12-16","2014-05-29","2014-12-19","2015-04-27","2015-12-21","2016-05-23"
"Dividend",0.4,0.08,0.17,0.38,0.5,0.25,0.37,0.31,0.65,0.48,0.64,0.56,0.64,0.6,0.78
