"","2011-03-08","2011-06-08","2011-09-07","2011-12-07","2012-03-07","2012-06-06","2012-09-06","2012-12-05","2013-03-06","2013-06-06","2013-09-06","2013-12-05","2014-03-06","2014-06-06","2014-09-08","2014-12-03","2015-03-06","2015-06-08","2015-09-08","2015-12-02","2016-03-08","2016-06-08","2016-09-07"
"Dividend",0.25,0.25,0.25,0.25,0.288,0.288,0.288,0.287,0.375,0.375,0.375,0.375,0.438,0.438,0.438,0.438,0.625,0.625,0.625,0.625,0.65,0.65,0.65
