"","2013-04-29","2013-07-30","2013-10-30","2014-01-28","2014-04-24","2014-08-18","2014-11-03","2015-01-20","2015-04-07","2015-08-11","2015-11-03","2016-01-19","2016-04-05","2016-06-28"
"Dividend",0.065,0.065,0.065,0.072,0.072,0.072,0.072,0.083,0.083,0.083,0.083,0.095,0.095,0.095
