"","2001-06-28","2002-06-07","2003-06-06","2004-05-07","2005-05-19","2006-05-11","2007-05-09","2008-05-07","2009-04-22","2010-04-29","2011-05-26","2012-05-10","2013-05-30","2014-05-28","2016-05-19"
"Dividend",0.366723,0.502547,0.543294,0.597623,0.679117,0.950764,1.01868,0.9,0.6,0.6,0.65,0.7,0.7,0.8,0.85
